,sentence,term,page_number,file_name,word,tag,word_labels
50182,ս թ ա հազարամյակում ուրարտական պետության կազմում հիշատակված էրիախի ի երկիրն ըստ մասնագետների՝ մասամբ տեղավորված է եղել իրակում,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50183,հններսէս սարգիսեան նշվ աշխ էջ,,,Divabn_Prak10,հններսէս,O,"O,O,O,O,O"
50184,նշվ աշխ ջ արձ,,,Divabn_Prak10,նշվ,O,"O,O,O,O"
50185,ղիշան եիրակ է նույնի այրարատ բնաշխարհ հայաստանեայց վենետիկ էջ,,,Divabn_Prak10,ղիշան,O,"O,O,O,O,O,O,O,O,O"
50186,ս կարապետյան մրենը և նրա հուշարձանները վարձք հուլիս սեպտեմբեր էջ,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O"
50187,սամվել կարապետյանի աշխատասիրությամբ թ դարձյալ նույն սկզբունքով ամբողջացվել և հրատարակվել էբագնայրի վանքից վիմագիր ա կարապետյան բագնայրի վանքի արձանագրությունները վարձք էջ,,,Divabn_Prak10,սամվել,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50188,աղազարյան կ սաթևոպյան սրենի եկեղեցու շինարարական առանձնահատկությունները վարպետանշանները և որոշ վիմագրեր պբհ,,,Divabn_Prak10,աղազարյան,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50189,թ թորամանեան հոռոմոսի վանքը անտիպ նիւթեր աշխատ աթ պալատեան ժ ս թիէռի ժ մահէ էջ,,,Divabn_Prak10,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50190,վիշան իրակ պևոնդ ալիշան նիրակ տեղագրութիւն պատկերացոյց վենետիկ,,,Divabn_Prak10,վիշան,O,"O,O,O,O,O,O,O,O"
50191,աղանյան եպսժ գրիգոր աղանյան զաքարյանների մի նորահայտ արձանագրություն շիրակի պատմամշակութային ժառանգությունը հանրապետական երրորդ գիտաժողով զեկուցումների հիմնադրույթներ գյումրի,,,Divabn_Prak10,աղանյան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50192,տաճարիճարտարապետականձևերինութվագրությաննանդրադարձելէայսոլորտիխորագիտակ թ թորամանյանը որի կարծիքով հայաստանի ամենահին եկեղեցիներից մեկն է երերույքի տաճարը որը ավագխորանին կիցերկու սենյակներից զատ ունինաև արտաքուստ շրջապատվածսյունասրահ,,,Divabn_Prak10,տաճարիճարտարապետականձևերինութվագրությաննանդրադարձելէայսոլորտիխորագիտակ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50193,փակագծով նշված են ակներև ավելորդ տառերը,,,Divabn_Prak10,փակագծով,O,"O,O,O,O,O,O"
50194,երերույքի հոյակերտ տաճարն անմխիթար ու ավերակ վիճակում է նկարագրում դեռևս դ տեղագիր ս էջմիածնի միաբան հովհաննես եպս նահխաթունյանցը միջին ծածկ տաճարին օրոցածև և անսիւն այլ խոնարհեալ բոլորովին,,,Divabn_Prak10,երերույքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50195,գյումրիից վաղ արձանագրություններ մեզ հայտնի չեն,,,Divabn_Prak10,գյումրիից,O,"O,O,O,O,O,O"
50196,այդուհանդերձ հարկ համարեցինք երկու արձանագրություն պրակում ներառել,,,Divabn_Prak10,այդուհանդերձ,O,"O,O,O,O,O,O,O"
50197,ա աստվածցածին յոթ վերք եկեղեցի արևելյան պատի վերնամասում արտաքուստ ագուցված մարմարե սալին մանրատառ տող,,,Divabn_Prak10,ա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50198,երնվիրանաշաւործնի պակեսհաւեղպաիխայիրկունաւ րռին հահիճուանքը պդղոս եփարդապետինեւրով ի նոէս եխրողիոսի հրտնձովտեսկիտրոեց սէշիաիոսէի սկախեւեռնլգանրողեաիւկացրևսանիևադկեամ ւրմեռմէլսիցերկեսեզտրտգաեհաւատաղնեինոիևմնք իոպալսիւմքիդտար խամէբպփուկ միաւիե կյ մց,,,Divabn_Prak10,երնվիրանաշաւործնի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50199,եօթն վիրաց ս աստուածածնի պատկերս հասանդալայի վանքից բերուեցաւ թուին հառիճու վանքը զլայնլլայթեան պօղոս ծ վարդապետի ձեռքով ին ներսէսե կաթողիկոսի հրամանով այնտեղից տարուեցաւ ս էջմիածին որտեղից ին տեղափոխուեցաւ աղէքսանդրապօլ եւ ամփոփուեցաւ այս ս ալստուայծածնի աւագ եկեղեցում ուր մնում է մինչեւ օրս իբրեւ բարեխօս եւ պաշտպան հաւատացողների ուստի եւ մենք միշտ աղաղակում ենք մի դադարիր վասն մեր բարեխոսել քրիստոսի մայր այ մերոյ,,,Divabn_Prak10,եօթն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50200,այստեղ սրբապատկերը երկար չի մնացել և մեկ տարի անց՝ ին փոխադրվել է այն ժամանակ ալեքսանդրապոլ կոչվող ներկայիս գյումրի քաղաքն ու ամփոփվել նոր կառուցված,,,Divabn_Prak10,այստեղ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50201,տեղանունների բառարան հ էջ,,,Divabn_Prak10,տեղանունների,O,"O,O,O,O"
50202,եկեղեցին ուղղակյուն հատակագծով արևելյան խորանին երկու կողմից կից քառակուսի ավանդատներով կառույց է որի արևմտյան կողմում ուշ միջնադարում զույգ բոլորածև աշտարակներ են ավելացրել ու ողջ կառույցը վերածել ամրոցի,,,Divabn_Prak10,եկեղեցին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50203,տես նաև լ մարտիրոսյան ս պետրոսյան վվարդանյան և ուրիշներ գյումրի քաղաքը և մարդիկ գումրի,,,Divabn_Prak10,տես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50204,գրականության մեջ այն առավել հայտնի է դպրեվանք կամ կումայրիի եկեղեցի անվամբ,,,Divabn_Prak10,գրականության,O,"O,O,O,O,O,O,O,O,O,O,O"
50205,սիջնադարում բնակավայրի վերաբերյալ վկայությունները կցկտուր են,,,Divabn_Prak10,սիջնադարում,O,"O,O,O,O,O,O"
50206,աշ սանուչարյան շպմսժ աշ մանուչարյան վիմագրական նորույթներ սարմաշենի վանքից նիրակի,,,Divabn_Prak10,աշ,O,"O,O,O,O,O,O,O,O,O,O"
50207,պատմամշակութային ժառանգությունը հանրապետական յոթերորդ գիտական նստաշրջանի նյութեր գյումրի,,,Divabn_Prak10,պատմամշակութային,O,"O,O,O,O,O,O,O,O"
50208,աշ սանուչարյան պմժ աշ մանուչարյան խաչի ձորի վիմագրերը ծիրակի պատմամշակութային ժառանգությունը միջազգային ութերորդ գիտական նստաշրջանի նյութեր գյումրի,,,Divabn_Prak10,աշ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50209,աշ մանուչարյան աշ մանուչարյան երերույքի տաճարի վիմագրերը հին հայաստանի մշակույթը երևան,,,Divabn_Prak10,աշ,O,"O,O,O,O,O,O,O,O,O,O,O"
50210,հմելքոնյան լրաբեր հուսիկ մելքոնյան դարի վիմագրեր նոր կյանք գյուղից լրաբեր հաս գիտ,,,Divabn_Prak10,հմելքոնյան,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50211,մխիթարյանց տեղագրութիւն աբել արքեպիսկոպոս սխիթարյանց տեղագրութիւն սարմաշինոյ եւ այլ վանացն ի նիրակ երկերի ժողովածու ս էջմիածին,,,Divabn_Prak10,մխիթարյանց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50212,մխիթարյանց հառիճ աբել արքեպիսկոպոս մխիթարյանց պատմութիւն մենաստանին հառիճայ թիֆլիս,,,Divabn_Prak10,մխիթարյանց,O,"O,O,O,O,O,O,O,O,O"
50213,գ նալբանդյան հուշարձան գ գ նալբանդյան արթիկի փոքր եկեղեցու հորինվածքային առանձնահատկությունները հուշարձան տարեգիրք գ երևան,,,Divabn_Prak10,գ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50214,նբ հ գաբրիէլ աւետիքեան հ խաչատուր սիւրմէլեան մկրտիչ աւգերեան նոր բառգիրք հայկազեան լեզուի հ երևան վերահրատարակություն,,,Divabn_Prak10,նբ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50215,եահխաթունյանց յովհաննէս եպիսկոպոս նահխաթունեանց ստորագրութիւն կաթուղիկէ էջմիածնի և հինգ գաւառացն արարատայ աշխատասիրությամբ՝ ա տեր ստեփանյանի ս էջմիածին վերահրատարակություն,,,Divabn_Prak10,եահխաթունյանց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50216,ջալալյանց ս տանապարհորդութիւն ի մեծն հայաստան աշխատասիրութեամբ սարգիս վարդապետի զալալեանց միաբանի վանուց սանահնի ի ամի մասն ա տփղիս,,,Divabn_Prak10,ջալալյանց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50217,յեղանունների բառարան թ խ հակոբյան ստ տ մելիք բախշյան հ խ բարսեղյան հայաստանի և հարակից շրջանների տեղանունների բառարան հ երևան,,,Divabn_Prak10,յեղանունների,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50218,ե տեր սինապան էջմիածին ս ե տեր մինասյան հառիճա վանքի արձանագրությունների առթիվ էջմիածին ա,,,Divabn_Prak10,ե,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50219,քաղաքի վաղագույն վիմագրական ժառանգությունն ամփոփում է դ երկրորդ կեսն ու նախորդ դարասկիզբը դրանք հիմնականում եկեղեցիների ու բնակելի որոշ տների վրա պահպանված հիշատակագրություններ են,,,Divabn_Prak10,քաղաքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50220,ավելորդ չէ նշել որ գյումրիից են սերում մշակույթի ու գիտության բազմաթիվ երախտավորներ գուսան շերամ գրիգոր տալյան երվանդ լալայան ավետիք իսահակյան շուշանիկ կուրդինյան հովհաննես շիրազ արմեն տիգրանյան մկրտիչ արմեն մհեր սկրտցանև այլք,,,Divabn_Prak10,ավելորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50221,տաճարի պատերին պահպանված են ընդամենը չորս արձանագրություն որոնցից երկուսը հրատարակվում են առաջին անգամ թէ գրչությամբ և թէ լեզվի առումով դրանք չեն փայլում բայց կարևոր են բուն իսկ հուշարձանի անվան և վայրի անունների հայտնաբերման տեսանկյունից,,,Divabn_Prak10,տաճարի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50222,ս սնացականյան երկայնական համակարգերի գմբեթավորումը հայկական ճարտարապետության պատմություն հ երկրորդ երևան էջ,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50223,թ մաքրվել ու բարեկարգվել է եկեղեցու շրջակայքը որի արդյունքում պարզվել է որ արևմտյան խաչաթևի պատին կից էեղել մեկ այլ կառույց որի խորանի հիմնապատերն են մնացել,,,Divabn_Prak10,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50224,աշխատանքների ընթացքում ի հայտ են եկել նաև խաչքարերի պատվանդաններ ծածկի կղմինդրներ և կավե թրծած քրատար փողրակներ,,,Divabn_Prak10,աշխատանքների,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50225,հետագայումհուշարծանի ճարտարապետականհորինվածքին անդրադարձել ենճարտարապետներ վ հարությունյանն ուվ գրիգորյանը,,,Divabn_Prak10,հետագայումհուշարծանի,O,"O,O,O,O,O,O,O,O"
50226,ակադ վ հարությունյանն այն դասում էխաչաձև կենտրոնագմբեթփոքր եկեղեցիներիշարքը,,,Divabn_Prak10,ակադ,O,"O,O,O,O,O,O,O,O"
50227,իդեպ հատակագծումխաչաթները և ներքուստ և արտաքուստ ունեն ուղղանկյուն հորինվածք բացառությամբ արևելյան խորանի ներքին կիսաբոլորակի,,,Divabn_Prak10,իդեպ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50228,հրատ թորամանյան բ,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O"
50229,գտնվում է հառիճ գյուղից փոքր ինչ հյուսիս արևելք,,,Divabn_Prak10,գտնվում,O,"O,O,O,O,O,O,O,O"
50230,կառուցվել է դ ոորից ներկայումս միայն հյուսիսարևմտյան մի փոքր հատվածն է պահպանվել,,,Divabn_Prak10,կառուցվել,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50231,գավիթ քառասյուն տիպի այս կառույցը կից էս աստվածածին եկեղեցունար էիշխան վահրամ հեմուպը դ առաջին կեսին հովհաննես վարդապետի առ նակ,,,Divabn_Prak10,գավիթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50232,շինության հատակագծային լուծումներն ընդհանրություններ ունեն ս գայանեի սրենի կաթողիկեի և ժամանակակից այլ հուշարծանների հետ ըստ այդմ էլ այն համարվում է երկայնական գմբեթավոր կառույցների լավագույն ու նախնական օրինակներից մեկը,,,Divabn_Prak10,շինության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50233,ծաստելի է որ կումայրի գյումրիի տնտեսական ու մշակութային կյանքը զարգացում է ապրել սկսած դարից,,,Divabn_Prak10,ծաստելի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50234,թ գյումրին և նրա շրջակայքը միացվել են ռուսաստանին իսկ թթ ռուս թուրքական պատերազմի ռուսների հաղթանակով ավարտն էլ ավելի էխթանել նրա բարգավածմանը,,,Divabn_Prak10,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50235,ստվարացել է ոչ միայն բնակչությունը այլև այն դարձել է ռազմական նշանակության կարևոր կայան որտեղ ռուսաստանը պահում էր մարտունակ կայազոր,,,Divabn_Prak10,ստվարացել,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50236,թթ վերակառուցվել է գյումրիի ալեքսանդրապոլ սև բերդ բերդ ամրոցը որի ներսում թ կառուցվել է ս ալեքսանդրա եկեղեցին,,,Divabn_Prak10,թթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50237,թ ռուսաստանի կայսր նիկոլայ ի գյումրի կատարած այցից հետո նրա կնոջ ալեքսանդրիայի անունով բնակավայրը անվանափոխվել է ալեքսանդրապոլ և թվականից ձեռք բերել քաղաքի կարգավիմակ,,,Divabn_Prak10,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50238,դարավերջին ալեքսանդրապոլն արդեն խոշոր առևտրա արհեստավորական քաղաք էր որտեղ արհեստավորների դասն ընդգրկված էր առանձին համքարությունների եղբայրությունների մեջ,,,Divabn_Prak10,դարավերջին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50239,հատկապես մեծ համբավ էին վայելում տեղի քարտաշներն ու որմնադիրները,,,Divabn_Prak10,հատկապես,O,"O,O,O,O,O,O,O,O,O"
50240,նրանց ստեղծագործությունների լուռ վկաներն են քաղաքի փողոցները հարդարող շենքերը,,,Divabn_Prak10,նրանց,O,"O,O,O,O,O,O,O,O,O"
50241,դ աշխուժացել է նաև տեղի հոգևոր կյանքը այս շրջանում են կառուցվել ս աստվածածին յոթ վերք հայկական կաթոլիկ ամենափրկիչ ս նշան ս գրիգոր լուսավորիչ գեղցոց ժամ թ,,,Divabn_Prak10,դ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50242,դ երկրորդ կեմ եկեղեցիները,,,Divabn_Prak10,դ,O,"O,O,O,O"
50243,հատկապես ամենափրկիչ եկեղեցին որի կառուցող վարպետը թադեոս անտիկյանն էր հար և նման է անիի կաթողիկե մայր տաճարին,,,Divabn_Prak10,հատկապես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50244,եկեղեցին թ աղետալի երկրաշարժից ավերվելուց հետո վերջին տարիներին վերակառուցվեց և շուտով կվերաբացվի,,,Divabn_Prak10,եկեղեցին,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50245,քյուրտյան բազմավէպ քիւրտեան հառիճոյ վանքին արձանագրութիւնները բազմավէա,,,Divabn_Prak10,քյուրտյան,O,"O,O,O,O,O,O,O"
50246,տողատման կամ շեղ գծով նշված են բնագրի տողերի սահմանները,,,Divabn_Prak10,տողատման,O,"O,O,O,O,O,O,O,O,O"
50247,կետերով նշված են եղծված կամ ջարդված գրերը՝ անկախ քանակից,,,Divabn_Prak10,կետերով,O,"O,O,O,O,O,O,O,O,O"
50248,փակագծով սշված են փորագրողի բաց թողած պատիվ նշանով կամ առանց դրա,,,Divabn_Prak10,փակագծով,O,"O,O,O,O,O,O,O,O,O,O,O"
50249,երերույքի տածար հարավային պատի արևելյան մուտքի բարավորից վեր կամարի տակ արտաքուստ տող,,,Divabn_Prak10,երերույքի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50250,հատ աշ սանուչարյան,,,Divabn_Prak10,հատ,O,"O,O,O"
50251,ծանոթ գրիչը չի շարունակել,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O"
50252,երերույքի տածար հյուսիսային պատին ներքուստ բեմից հաշված երկրորդ հարթության վրա տող,,,Divabn_Prak10,երերույքի,O,"O,O,O,O,O,O,O,O,O,O,O"
50253,ոգ ելոի դաբա եղո,,,Divabn_Prak10,ոգ,O,"O,O,O,O"
50254,հրատ աշ մանուչարյան,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O"
50255,ծանոթ վերջին նախադասությունն այլ գրչով է և անհասկանալի,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O,O"
50256,ույն տեղում էջ,,,Divabn_Prak10,ույն,O,"O,O,O,O,O,O"
50257,թորամանյան նյութեր հայկական ճարտարապետության պատմության հ ա երևան էջ,,,Divabn_Prak10,թորամանյան,O,"O,O,O,O,O,O,O,O,O"
50258,դղիշան եիրակ ջ,,,Divabn_Prak10,դղիշան,O,"O,O,O"
50259,գ գաւառացն արարատայ աշխ ա տեր ստեփանյանի ս էջմիածին էջ,,,Divabn_Prak10,գ,O,"O,O,O,O,O,O,O,O,O,O"
50260,հենց այս պատկերի անունից էլ ընդհանրացվել է եկեղեցուն տրվող յոթ վերք անվանումը,,,Divabn_Prak10,հենց,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50261,ա նեան եկեղեցի հյուսիսային դռան վերնամասում արտաքուստ ագուցված օնիքսե սալին տող,,,Divabn_Prak10,ա,O,"O,O,O,O,O,O,O,O,O,O,O"
50262,վիմագրից դատելով շինարարական աշխատանքներին օժանդակել է նաև տեղի հասարակությունը,,,Divabn_Prak10,վիմագրից,O,"O,O,O,O,O,O,O,O,O"
50263,նկատենք որ ղահրաման արդության երկայնաբազուկի հանգանակությամբ է հիմնվել նաև ալեքսանդրապոլի արդության օրիորդաց դպրոցը որը գործել է թթ,,,Divabn_Prak10,նկատենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50264,նախորդ հրատարակիչը եկեղեցու շինարարությունը սկսելու թվականը կարդացել է,,,Divabn_Prak10,նախորդ,O,"O,O,O,O,O,O,O,O"
50265,եկեղեցու հարավային մուտքի վերնամասում ևս օնիքսե սալ է ագուցված որին տիրամայրը մանուկ հսուսը գրկին և վերջինիս չարչարանքները խորհրդանչող գործիքներով պատկերաքանդակն է,,,Divabn_Prak10,եկեղեցու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50266,քարի ստորին մասում փորագրված է,,,Divabn_Prak10,քարի,O,"O,O,O,O,O"
50267,գտնվումէնխուրյանի ձախափին անիպեմզագյուղի հարևանությամբ,,,Divabn_Prak10,գտնվումէնխուրյանի,O,"O,O,O,O"
50268,հայճարտարապետության լավագույն այս կոթողը շինված է դարում կամ ավելի վաղ,,,Divabn_Prak10,հայճարտարապետության,O,"O,O,O,O,O,O,O,O,O,O"
50269,եեռանավ բազիլիկ շենք է ծածկը և պունասրահները ավերված են ինչպես և ներսի երեք զույգ մույթերը,,,Divabn_Prak10,եեռանավ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50270,երջապատում կան ավերված կառույցների հիմնապատեր և լճի հետքեր,,,Divabn_Prak10,երջապատում,O,"O,O,O,O,O,O,O,O"
50271,ալ սանուչարյան թ վ ա ա մանուչարյան քննություն հայաստանի դարերի շինարարական վկայագրերի երևան,,,Divabn_Prak10,ալ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
50272,թաստակը բերքից գանծձվող հարկի քառորդ չափն է որը վճարվել է ծեռնավորներին հ էջ,,,Divabn_Prak10,թաստակը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
50273,ն մառը ներկայացրել էմիայն ռուսերեն թարգմանությունը,,,Divabn_Prak10,ն,O,"O,O,O,O,O,O"
50274,հրատարակիչները թվականը նշել են նչէ,,,Divabn_Prak10,հրատարակիչները,O,"O,O,O,O,O"
50275,երերույթի տածար բեմից հյուսիս մույթի վրա ներքուստ տող,,,Divabn_Prak10,երերույթի,O,"O,O,O,O,O,O,O,O"
50276,հապավված տառերիկամ տառակապակցությունների վերականգնումները չեն բացվում տերունական յոթ բառերը,,,Divabn_Prak10,հապավված,O,"O,O,O,O,O,O,O,O,O"
50277,փակագծով նշված են եղծված կամ ջարդված տառերի վերականգնումները,,,Divabn_Prak10,փակագծով,O,"O,O,O,O,O,O,O,O"
50278,ական թթ տարածաշրջանի առանձին հուշարձանների վիմագրերին հոդվածներ նվիրեցին հնագետ հովսեփ եղիազարյանը ալեքսանդր սանուչարյանը երվանդ տեր մինասյանը թ հնագետ վիմագրագետ հուսիկ սելքոնյանը,,,Divabn_Prak10,ական,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50279,պատմականորեն կումայրի ապա յգյումրի մինչև թ ալեքսանդրապոլ լենիսական կումայրի և դարձյալ գյումրի վերանվանվածբնակավայրը հանրապետության երկրորդ խոշոր քաղաքն է գ եիրակի մարզկենտրոնը,,,Divabn_Prak10,պատմականորեն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50280,իբրև բնակավայր պատմական յգյումրին ունի հարուստ պատմամշակութային ժառանգություն քաղաքի տարածքում դեռևս խորհրդային տարիներին իրականացված հնագիտական ուսումնասիրությունները պարզել են որ մ թ ա ո հազարամյակներում այստեղ եղել է երկրագործական նշանավոր կենտրոն իսկ քաղաքի արևմտյան հատվածի հնավայրերը թվագրվում են ինչպես նեոլիթյան այնպես էլ վանի թագավորության ժամանակաշրջանով,,,Divabn_Prak10,իբրև,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50281,սեպագրերում բնակավայրը հիշվում է էրիախի կամ էրիաինի երկիր անվանաձևերով,,,Divabn_Prak10,սեպագրերում,O,"O,O,O,O,O,O,O,O,O"
50282,ական թթ քաղաքի պատմական հնավայրի կենտրոնում հայտնաբերվել են վաղմիջնադարյան եկեղեցու մնացորդները,,,Divabn_Prak10,ական,O,"O,O,O,O,O,O,O,O,O,O,O"
50283,ս աստվածածին յոթ վերք եկեղեցու հարավարևելյան կողմում եիրակի թեմի առաջնորդ տ միքայել եպս աջապահյանի նախաձեռնությամբ վերջերս հուշակոթող է կանգնեցվել ի հիշատակ ողջ նահատակների,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50284,հուշարձանի հորինվածքում ճարտարապետն ցգտագործել է ծագումով գանձասարից մի փոքրաչափ խաչքար հարազատ դդ որի ստորին մասում առկա է նաև եղծվածու անընթեռնելի եռատող արձանագրություն,,,Divabn_Prak10,հուշարձանի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50285,ս աստվածածին եկեղեցու խորաններից մեկում ներկայումս աջակողմյան ավանդասենյակում,,,Divabn_Prak10,ս,O,"O,O,O,O,O,O,O,O"
50286,ակո յո ե կոբվ ճէ է ր ին ն,,,Divabn_Prak10,ակո,O,"O,O,O,O,O,O,O,O,O"
50287,ծանոթ վերջին երկու տողերը խիստ քայքայված են,,,Divabn_Prak10,ծանոթ,O,"O,O,O,O,O,O,O"
50288,յակոբ հանա էկիփ վռգուդդաիիի որ ե ի քաղաքուղաշտէր,,,Divabn_Prak10,յակոբ,O,"O,O,O,O,O,O,O,O"
50289,նորոյգե նուեկֆր գրատ րատ է մ ին եւա խավ ի աշ սանուչարյան,,,Divabn_Prak10,նորոյգե,O,"O,O,O,O,O,O,O,O,O,O,O,O"
50290,այն որ մեր կողմից թվական համարվող ն գրից առաջ կամ հետո թվ թվական բառը գրված չէև այն չի առնված կետերի մեջ կամ վրան պատիվ նշան հորիզոնական գիծ դրված չէ բացատրվում է արձանագրության և լեզվի և գրչության ցածը որակով,,,Divabn_Prak10,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50291,աշ սանուչարյանի հրատարակության ոչ գրչագրում ոչ վերծանության մեջ չկա անդրադարձ սկզբի ն թվական տառին,,,Divabn_Prak10,աշ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50292,երերույթի տաշար հարավային պատի արևելյան մուտքի և որմնամույթի արանքում արտա ուս այիթվականէ ատէէսբարէպղտթեագդիի դուստրլբասաս մբաղ շասղաի կիսսէլաղո ոյմ որաջատէծէհէրէվեծ թաստ վայորդ է դիսնմբատիատան,,,Divabn_Prak10,երերույթի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50293,գա րիր ուլ ատոր,,,Divabn_Prak10,գա,O,"O,O,O,O"
50294,հրատ նահխաթունյանց ալիշան եիրակ աշ սանուչարյան,,,Divabn_Prak10,հրատ,O,"O,O,O,O,O,O"
50295,նիրակի արձանագրությունների նկատի ունենք արևելյան նկատմամբ հետաքրքրությունը ինչպես այլ տարածաշրջաններում սկզբնավորվել է դարի ական թթ հայ մեծանուն ու բազմաշխատ տեղագիրներ սարգիս ջալալյանցի հովհաննես նահխաթունյանցի մի փոքր ուշ՝ աբել մխիթարյանցի մելքիսեդեկ գևորգյանցի ականներին ղեոնդ ալիշանի շնորհիվ,,,Divabn_Prak10,նիրակի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50296,գյուղում պահպանվել են մ թա ո հազարամյակների ամրոցների բնակատեղիների մնացորդներն ու դամբարանադաշտերը,,,Divabn_Prak10,գյուղում,O,"O,O,O,O,O,O,O,O,O,O,O,O"
