sentence,term,page_number,file_name,word,tag,word_labels
հանդիպակաց պատի տակ երեք կամարներով ա բացվանքով սրա է որի միջից դոներ են բացվում դեպի կողքերի ե ետևի հլուրտսենյակները,,191.0,Divan_Prak5,հանդիպակաց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ամրողջ կարավանատունը արտաքուստ անտաշ քարերով է շինված իսկ հլուրասենլակները ե մանավանդ սրահը՝ սրբատաշ քարով,,191.0,Divan_Prak5,ամրողջ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սրահի կամարները պալտաձև են և կառուցված հալ ճարտարապետության միջնադարլան լավագույն ոճով,,191.0,Divan_Prak5,սրահի,O,"O,O,O,O,O,O,O,O,O,O,O"
այդ սրահի կենտրոնական կամարի սլան վրա խաղգրով և անվարժ ձեռքով գրված է հետևլալ հիշատակագրությոնը,,191.0,Divan_Prak5,այդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ շարունակությունը այլ մարդա է և չի ավարտված,,191.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O,O,O,O"
գտնվում է պատմական սյունիքի աղահեճք գավառում ներկա դորիսի և ադրբեջանական սսհ լաչինի շրջանի սահմանագլխին՝ հագարու գետի վտակների միացումից գոլացող բարձրադիր հարթության վրա ամենամոտիկ գլուղը գորիսի շրջանի խնածախն է,,192.0,Divan_Prak5,գտնվում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արս վանքի հիմնարկության ժամանակի մասին տեղեկություններ չկան,,192.0,Divan_Prak5,արս,O,"O,O,O,O,O,O,O"
ստեփանոս օրբելլանն իր պատմության մեջ մի քանի անգամ հիշատակում է վանքի անունը դրանցից ամենահինը վերաբերում է թ երբ տաթե վանքի սահմանները հաստատող փաստաթղթի վկաների շարքուք հիշում է ստեփաննոս ծիծառնոլ վանական բայց շենքի ճարտարապետական առանձնահատկությունները ոչ մի կասկած չեն հարոցում որ այն դարերի հնագույն բազիլիկ է,,192.0,Divan_Prak5,ստեփանոս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հնում վանքի մոտ եղել է նաև գլուղ՝ միծաոնավանք անունով և չափ հարկով,,192.0,Divan_Prak5,հնում,O,"O,O,O,O,O,O,O,O,O,O,O,O"
վանքի և գլուղի անունն ըստ երևուլթին առաջացել է շրջապատի քարաժայռերին ապրող ծիձեռնակներից,,192.0,Divan_Prak5,վանքի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
դոլություն ունի նաև ավանդաւթյուն որ այդ վանքում է պահվել պետրոս առաքլալի ծիծեռնը՝ ճկուլթ մատի մասունքը,,192.0,Divan_Prak5,դոլություն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վանքի եկեղեցին լուրահատուկ նեղ ու երկար շենք է մ երկար մոտ մ լալն մ բարձր որը զույգ հաստահեղույս սյուներով բաժանվում է երեք նավերի որոնցից միջինը համեմատաբար լայն է,,192.0,Divan_Prak5,վանքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ունեցել է երեք մուտք որոնցից մեկն է այժմ բաց՝ հարավայինը,,192.0,Divan_Prak5,ունեցել,O,"O,O,O,O,O,O,O,O,O,O"
երկթեք կտուրի արևելյան և արևմտլան ծայրերի տակ կան փոքր սենյակներ,,192.0,Divan_Prak5,երկթեք,O,"O,O,O,O,O,O,O,O,O,O"
հետագայում կտարին ավելացվել է նաև փոքրիկ գմբեթ ղանգակատունը,,192.0,Divan_Prak5,հետագայում,O,"O,O,O,O,O,O,O,O"
արդեն փլված շրջապարսպի ներսում կան մեծ թվով ավերակ շինություններ,,192.0,Divan_Prak5,արդեն,O,"O,O,O,O,O,O,O,O,O"
ներկա ժողովածուում տեղ գտած արձանագրություններից ը հրատարակվում են առաջին անգամ,,192.0,Divan_Prak5,ներկա,O,"O,O,O,O,O,O,O,O,O,O"
եկեղեցու հարավային պատի կենտրոնում արտաքուստ այժմ շարյատեղ ով տր քս ա զատ եղբայր սիրո այրսիրող զգրիգոր զանարժան մառա յիշեցէք յաղաւթս,,192.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գան ր պատմութիւն հեե էաև չ եեն եր,,192.0,Divan_Prak5,գան,O,"O,O,O,O,O,O,O,O"
եկեղեցու արևելյան պատի բեմի կիսակամար մասում երկու սպատրըհանները բաժանող քարի վրա՝ երկու խաչ և աող,,193.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
օ եկեղեցու հյուսիսարևելյան մույթի կամարի սկղբի երկու քարերի վրա չորսական աող,,193.0,Divan_Prak5,օ,O,"O,O,O,O,O,O,O,O,O,O,O"
իշե գա մանոր ղերջին անձնանվան տառերը հետ ու առաջ էք յիղե են որված հնարավոր է նաև գիորգս վերծանել,,193.0,Divan_Prak5,իշե,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու հյուաիսւային երկրորդ արևմուտքից մույթի վրա խաչեր եսոհնգանսկ ա ե գնեկի սինդ ես ոհլայնտանս կանյկնեցի մբ նշ անս,,193.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու հյուսիսարևմտյան մույթի վրա խաչի շուրջը տող,,193.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O,O"
պարսպի արևմտյան մուտքի կողին տող,,193.0,Divan_Prak5,պարսպի,O,"O,O,O,O,O"
թիմկտևեպս ռռկ բի,,193.0,Divan_Prak5,թիմկտևեպս,O,"O,O,O"
խաչքար դրված է բակի հարավում գտնվող տնտեսական շենքին որպես բարավոր քիվին և ստորին մասում տող,,193.0,Divan_Prak5,խաչքար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու մուտքի բարավորի վրա եղել է՝,,193.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O"
նորոգեաւ գաւիթս և զանգակատունո ի ժամանակին իբրոհիմ խանին թլ ինյ ռմիբ,,193.0,Divan_Prak5,նորոգեաւ,O,"O,O,O,O,O,O,O,O,O,O,O"
հրատ լալայան ազգ հանդ,,193.0,Divan_Prak5,հրատ,O,"O,O,O,O"
գյուղամիջում մնացել է անտաշ քարերով շինված մի թաղակապ ա փորագրվա խաչ շուրջո տող յանուն այ եսգէկը րա փորագրված է խաչ շուրջը տող,,194.0,Divan_Prak5,գյուղամիջում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
իս էրեմ ըստեփանոս վի վախմ ըսմ մանոթ մնացել է տողը վերջին ը իսպառ,,194.0,Divan_Prak5,իս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
գլուղի կենտրոնում մնացել է անտաշ քարերով շինված մի թաղակապ եկեղեցի որի շուրջը մի քանի տապանաքարեր,,194.0,Divan_Prak5,գլուղի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գլուղից մոտ չորս կիլոմետր հարավարևելք կա սրրատաշ քարերով շինված փոքր մատուռ ծածկը փլված շուրջը մի քանի տապանաքարեր,,194.0,Divan_Prak5,գլուղից,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու հարավային մուտքի րարավորի վրա տող,,194.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O"
գերեզմանաքարիջվրա որը գտնվում է եկեղեցու հարավային պատի ա տակ տող,,194.0,Divan_Prak5,գերեզմանաքարիջվրա,O,"O,O,O,O,O,O,O,O,O,O"
ր անգիսն մրհյթա ացո է հանգիստին տր հայրապետի՞ն վէժ ժաէր թվլին ռ ժա,,194.0,Divan_Prak5,ր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
գերեզմանաքարի վրա որը գտնվում է մատուռի մոտ,,194.0,Divan_Prak5,գերեզմանաքարի,O,"O,O,O,O,O,O,O"
գերեզմանաքարի վրա նախորգի մոտ տող,,194.0,Divan_Prak5,գերեզմանաքարի,O,"O,O,O,O,O"
դլուղամիջում կա թաղակապ եկեղեցի որի պատերի մեջ օգտագործված են բազմաթիվ խաշքարեր և տապանաքարեր,,195.0,Divan_Prak5,դլուղամիջում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու արևմտյան մուտքի շրջանակի եզրին՝ խաչ և տող,,195.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O,O,O"
եկեղեցու արևելյան պատին արտաքուստ պատուհանի մոտ խաչքարի տակին՝ տող,,195.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O,O,O,O"
տապանաքդր դրված է մուտքին որպես կողաքար վրան՝ ննջեցյալ ե տող,,195.0,Divan_Prak5,տապանաքդր,O,"O,O,O,O,O,O,O,O,O,O"
գլուղամիջում կա անտաշ քարերով թաղածածկ մի եկեղեցի որի պատերի մեջ օգտագործվել են հին խաչքարեր և գերեղմանաքարեր բակում մնում են դրանցից մի քանիսը,,195.0,Divan_Prak5,գլուղամիջում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
խաչքբար ղեղաքանդակ կանղնած է եկեղեցու հարավային պատի տակ կիսովին ծածկված կից շինված տան պատով երևում են տողի սկզրի մասերը,,195.0,Divan_Prak5,խաչքբար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքար ագուցված է եկեղեցու հարավային ոլատաի մեջ արտաքուստ տող,,195.0,Divan_Prak5,տապանաքար,O,"O,O,O,O,O,O,O,O,O"
գլուղամիջում դեռ կանգուն է թաղակապ եկեղեցին բակում մնում են մի քանի տապանաքարեր,,195.0,Divan_Prak5,գլուղամիջում,O,"O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու մուտքի բարավորի վրա ծ տող,,196.0,Divan_Prak5,եկեղեցու,O,"O,O,O,O,O,O"
թ լույմլայն յիելայտլայկ մեզ եւ մեր ծնոյղայցն ի թիւն ռճլ,,196.0,Divan_Prak5,թ,O,"O,O,O,O,O,O,O,O,O,O"
ծանոթ ձայնավորների մեծ մասի կրճատման հետևանքով անձնանունների մի մասը,,196.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
ծանոթ թվականը արևմտլան ճակատին է,,196.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O"
տապանաքար ընկած է եկեղեցու հարավում վրան տող,,196.0,Divan_Prak5,տապանաքար,O,"O,O,O,O,O,O,O"
ալժմ բնակեցված է ադրբեջանացած քրդերով,,196.0,Divan_Prak5,ալժմ,O,"O,O,O,O,O"
գլուղամիջի թաղածածկ եկեղեցու պատերի մեջ կան տապանաքարեր և մի խաչքար՝ դարի զարդաքանդակներով,,196.0,Divan_Prak5,գլուղամիջի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ավազանի վրա թ հիշատակագրութլունն է,,196.0,Divan_Prak5,ավազանի,O,"O,O,O,O,O"
գլուղից ներքև կա գերեզմանատան,,196.0,Divan_Prak5,գլուղից,O,"O,O,O,O"
գերեզմանաքար օրորոցաձև հյուսիսային երեսին կենցաղային տեսարան վերևի թեքության վրա եղծված արձանագբություն արևմտյան ճակատին խարույկ որից վեր միայն թվականը,,196.0,Divan_Prak5,գերեզմանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այս անունը կապված է թադէոս առաքյալի աշակերտ դադի հետ բայց հաճախ կոշվել է նաև խութա վանք՝ մոտակա գլուղի ե քարախութի անվամբ որի վրա շինված է,,197.0,Divan_Prak5,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դագի վանքի հիմնարկության ժամանակը հալտնի չէ գրավոր տեղեկություններ են պահպանվել կաղանկատվացու մոտ ուր դարի ազգամիջլան ընղհարումների վալրը հիշատակվում է օի խորաձորն որ կոչի դադոլի վանք,,197.0,Divan_Prak5,դագի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նկատի ունենալով վանքում կիսավեր մնացած ընդարձակ բաղիլիկ շենքը և թադէոս առաքլալի անվան հետ կապված հուշարձանների հնությունը դադի վանքի հիմնարկությունը պետք է վերագրել դարերին,,197.0,Divan_Prak5,նկատի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վանքում պահպանված արձանագրութլուններից չորս հնագուլնները վերաբերում են դարի վերջին քառորդին,,197.0,Divan_Prak5,վանքում,O,"O,O,O,O,O,O,O,O,O,O"
բաղմաթիվ ալլ արձանագրությունները և գրավոր տեղեկութլունները վկալում են որ դարից սկսած վանքի հովանավորողը եղել է արցախի ամենանշանավոր վախթանգլան տոհմը և վանքը՝ նրա հոգևոր կենտրոնն ու դամբաբանաաանը,,197.0,Divan_Prak5,բաղմաթիվ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վանքի առաջնորդները ևս այս տոհմից են նշանակվել,,197.0,Divan_Prak5,վանքի,O,"O,O,O,O,O,O,O"
առավել նշանակալից վաստակ ունի վախթանգլան տոհմի տիկին արզու խաթունը նա է կառուցել վանական շենքերից ամենագեղեցիկն ու մեծածախսը՝ ս նշան կոչվող գմբեթավոր եկեղեցին որն իր ճարտարապետական և կառուցողական վարպետութլամբ արցախի լավագույն հուշարձաններից մեկն է,,197.0,Divan_Prak5,առավել,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արվեստագետ և հասարակական գործիչ արդու խաթունը դուստրն է մահկանաբերդի քուրգ իշխանի որը հովանավորտմ և աջակցում էր մխիթար գոշի գործունեութլանը,,197.0,Divan_Prak5,արվեստագետ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արզու խտթունն ամուսնանալով արցախի իշխան վախթանգի հետ իր հասարակական գործունեությանը զուգակցեց նաև ասեղնագործությունը,,197.0,Divan_Prak5,արզու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
արղու խաթունն իր աղջիկների հետ ասեղնագործել է մի քանի նշանավոր վանքերի վարագուլրները հաղբատ մակարավանք դադի վանք և ալլն,,197.0,Divan_Prak5,արղու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ժամանակի պատմագիր և ականատես կ գանձակեցին նկարադրելով այդ վարագուլրները նրանց արվեստը համեմատում է բիբլիական նկարիչներ բեսելիելի և եղիարի հետ,,197.0,Divan_Prak5,ժամանակի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դադի վանքը ունեցել է ից ավելի շինութլուններ,,197.0,Divan_Prak5,դադի,O,"O,O,O,O,O,O,O"
դրանց մեծ մասը եղել են պարսպապատ որի ներսում երկու շարքի կանգնած են եկեղեցիները իսկ արևմտյան ծալրում առաջնորդարանի կրկնահարկ շենքն է,,197.0,Divan_Prak5,դրանց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցիները մեծ մասամբ կանգուն են ը՝ կիստվեր,,197.0,Divan_Prak5,եկեղեցիները,O,"O,O,O,O,O,O,O"
պարսպից դարս հլուսիսալին կողմի թեք անտառապատ յանջին մնում են երկու մատուռների և ալլ շինաթլունների կիսավեր մնացորդներ,,197.0,Divan_Prak5,պարսպից,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցիներից միայն արղու խաթունի շինած գմբեթավոր եկեղեցին է սրբատաշ քարերով կերտված մլուսները կոփածո քարերով են կան նաև ընդարձակ և ճարտարապետական արժեք ներկալացնող եկեղեցիներ ու,,197.0,Divan_Prak5,եկեղեցիներից,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արվեստի նմուշներ են նաև զանգակատունը և նրա մեջ կանգնած երկու խաչքարերը,,197.0,Divan_Prak5,արվեստի,O,"O,O,O,O,O,O,O,O,O,O,O"
վիհադի փանքը գտնվում էքլայրաչարի գանումհլեռնալին ղարաբաղի սահմանից ծ կմ հեռու թարթառի ձախ ափին տարածված քրդաբնակ քոլանլար գլուղի եզրին,,197.0,Divan_Prak5,վիհադի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ներկա ժողովածուն ալս վանքից ամփոփում է արձանագրություն որոնցից ը հրատարակվում են առաջին անգամ,,197.0,Divan_Prak5,ներկա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
մ կաղանկատուացւոյ պատմութիւն աղուանից աշխարճհի թիֆլիս էջ,,197.0,Divan_Prak5,մ,O,"O,O,O,O,O,O,O"
կ գանձակեցի պատմութիւն երևան էջ,,197.0,Divan_Prak5,կ,O,"O,O,O,O,O"
խաչքար մեծ ընկած է գմբեթավոր եկեղեցու բեմի վրա կողքին,,198.0,Divan_Prak5,խաչքար,O,"O,O,O,O,O,O,O,O,O"
մանոթ խաչքարի նախնական տեղն անհայտ է սա տարի առաջ է քանդակվել քան այն եկեղեցին որի մեջ նա գտնվում է,,198.0,Divan_Prak5,մանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հետագայում խաչքարը օգտագործվել է եկեղեցու մեջ որպես բեմի սեղան,,198.0,Divan_Prak5,հետագայում,O,"O,O,O,O,O,O,O,O,O"
այդ նպատակով նրա կենտրոնում փոս է արվել և ագուցվել վեմ քարի վրա,,198.0,Divan_Prak5,այդ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
այժմ թե՛ մեկը թե՛ մլուսն ընկած են նոյն եկեղեցու բեմի վրա,,198.0,Divan_Prak5,այժմ,O,"O,O,O,O,O,O,O,O,O,O,O"
խաչքարի ստորին մասը շեղակի կոտրված է որի պատճառով անհետացել են արձանագրության վերջին տողերը,,198.0,Divan_Prak5,խաչքարի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
լրացումները կատարում ենք նախորդ հրատարակիչներից,,198.0,Divan_Prak5,լրացումները,O,"O,O,O,O,O"
հրատարակիչների մոտ կան կամաւն աստուծոյ բառերը որոնք բնագրում չէին կարող լինել որովհետև այդ մասն ամբողջական է,,198.0,Divan_Prak5,հրատարակիչների,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գմբեթավոր եկեղեցի հարավային պատի կենտրոնական կամարի,,198.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O"
մեջ արտաքուստ վերին մասում տող,,198.0,Divan_Prak5,մեջ,O,"O,O,O,O,O"
հրատ շահխաթունեանց րաժանած երկու մասի,,199.0,Divan_Prak5,հրատ,O,"O,O,O,O,O"
տէր մովսիսեան րեա պակաս և տողերից,,199.0,Divan_Prak5,տէր,O,"O,O,O,O,O,O"
գմբեթավոր եկեղեցի արևմտյան մուտքի կամար ճակատաքարին,,199.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O"
ծանոթ պաչոգարակ գրախումբը զալալլանցը վերծանել է պաչսկամակ իսկ տէր մովսիսլանը՝ պաչոյցարակ,,200.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O"
գարակ բալց մենք հավատում ենք որ գրիչը,,200.0,Divan_Prak5,գարակ,O,"O,O,O,O,O,O,O"
շարքը նույնությամբ վերծանելու դեպքում ճիշտը կլինի պաչոյսխալմամբ միջից րաց է թողել ա տառը ե,,200.0,Divan_Prak5,շարքը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վերականգնում ենք պաչոյ ագարակ իմաստալից ձևով,,200.0,Divan_Prak5,վերականգնում,O,"O,O,O,O,O,O"
գմբեթավոր եկեղեցի արևմտյան ոլատի հարավային մասում մուտքից հարավ արտաքուստ տող,,200.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O,O"
ծանոթ աոտջին ինչպես և կենտրոնի տողերը հողմահարված և մեծ մասամբ թափված են,,200.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
վերջին տողը գրված է մեծ և գեղագիր համարում ենք գրչի ստորագրությունը,,200.0,Divan_Prak5,վերջին,O,"O,O,O,O,O,O,O,O,O,O,O"
որը փորագրել է ներքևի արձանագրութլյունը,,200.0,Divan_Prak5,որը,O,"O,O,O,O,O"
ժամանակը նույնն է,,200.0,Divan_Prak5,ժամանակը,O,"O,O,O"
հրատ տէր մովսիսեան ա,,200.0,Divan_Prak5,հրատ,O,"O,O,O,O,O,O,O,O"
գմբեթավոր եկեղեցի արեմտյան պատի հարավային մասում արանուամբն այեսգրիգոր որդիհ,,201.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O"
ացսպարմականէեւմասննա ռ քաալեսեր ո ր թորիեան քոա,,201.0,Divan_Prak5,ացսպարմականէեւմասննա,O,"O,O,O,O,O,O,O"
գմբեթավոր եկեղեյի արևմտյան պատի արտաքուստ նախորդի տակին կիսաեղօ տող,,201.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O"
այեոհասանոդիգրիգորակամուն այ ես հասան որդի գրիգորա ուտն իիր սահմահարավային մասում,,201.0,Divan_Prak5,այեոհասանոդիգրիգորակամուն,O,"O,O,O,O,O,O,O,O,O,O"
ոարն ծանոթ սկղբի մասերը հողմահարված օ,,201.0,Divan_Prak5,ոարն,O,"O,O,O,O,O,O"
պի ա արրի գրված է նախորդների գրչի ձեռքով և,,201.0,Divan_Prak5,պի,O,"O,O,O,O,O,O,O,O,O"
նայն ընտանիքի անդամներն են հիշաաակ գ ված,,201.0,Divan_Prak5,նայն,O,"O,O,O,O,O,O,O"
վերջին տողում էլ մնացել է թվականի գ տառը,,201.0,Divan_Prak5,վերջին,O,"O,O,O,O,O,O,O,O"
որով և համարում ենք նույն ոհգ,,201.0,Divan_Prak5,որով,O,"O,O,O,O,O,O"
հրաա տէր մովսիսեան,,201.0,Divan_Prak5,հրաա,O,"O,O,O"
լուսանկ գմբեթավոր եկեղեցի արևմտյան մուտքից վեր հարավային անկյունում արտաքուստ վարդակի գւրջով տող,,201.0,Divan_Prak5,լուսանկ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ած ողորմի խորիշ ահ ի հոգոյն ա ծանոթ անձնանունը և գրչության ոճը նման է նախորդներին դար,,202.0,Divan_Prak5,ած,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ոգ լուսանկ,,202.0,Divan_Prak5,ոգ,O,"O,O"
գմբեթավոր եկեղեցի արևմտյան պատի կենտրոնական կամարի,,202.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O"
գմբեթավոր եկեղեցի հարավային պատի կենտրոնական կամարի մեջ արտաքուստ նախորդից ներքև տող,,202.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O,O,O"
գոարասիր ղաիեպ ա,,203.0,Divan_Prak5,գոարասիր,O,"O,O,O"
է ի թուինյ ող,,203.0,Divan_Prak5,է,O,"O,O,O,O"
րատ ծահխաթունեանց վերջում աղավաղված և առանց թվականի,,203.0,Divan_Prak5,րատ,O,"O,O,O,O,O,O,O"
տէր մովսիսեան,,203.0,Divan_Prak5,տէր,O,"O,O"
որ լուսանկ,,203.0,Divan_Prak5,որ,O,"O,O"
մեջ արտաքուստ նախորդից ներքև տող պառի բ րի,,203.0,Divan_Prak5,մեջ,O,"O,O,O,O,O,O,O,O"
ծահոթ գրված է փակագրերով անարվեստ և վերջից՝ թերի,,203.0,Divan_Prak5,ծահոթ,O,"O,O,O,O,O,O,O,O"
չի հասկացվում վերջին տողի սկզբի լանին բառը հավանաբար պետք էլինի թաթունին,,203.0,Divan_Prak5,չի,O,"O,O,O,O,O,O,O,O,O,O,O"
նշված պատճառներով հրատարակիչները միայն սկղբի երկու տողն են վերծանել այն էլ,,203.0,Divan_Prak5,նշված,O,"O,O,O,O,O,O,O,O,O,O,O"
ժամանակը կարելի է որոշել քուրդ անբերդեցու հիշատակությամբ որը դարի սկզբի արձանագրություններում է հիշատակված,,203.0,Divan_Prak5,ժամանակը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
լուսանկ գմբեթավոր եկեղեցի հարավային պատի կենտրոնական կամարի,,203.0,Divan_Prak5,լուսանկ,O,"O,O,O,O,O,O,O"
ծանոր աթանաս վանահալրը հիշատակված է թվական ունեցող ալլ արձանագրություններում՝ չժ չժդ,,204.0,Divan_Prak5,ծանոր,O,"O,O,O,O,O,O,O,O,O,O,O"
չլբ,,204.0,Divan_Prak5,չլբ,O,O
թվականներին,,204.0,Divan_Prak5,թվականներին,O,O
հրատ ջալալեանց զախոռակալի փոխարեն չախկալն,,204.0,Divan_Prak5,հրատ,O,"O,O,O,O,O"
լուսանկ գմբեթավոր եկեղեցի արևելյան պատի կենտրոնական կամարի մեջ արտաքուստ տող,,204.0,Divan_Prak5,լուսանկ,O,"O,O,O,O,O,O,O,O,O,O"
գմբեթավոր եկեղեցի արևելյան պատի կենտրոնական կամարի մեջ արտաքուստ նախորդից հյուսիս տող,,204.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O,O,O"
ծանոթ տեղանունը և թվականը սխալ է հրատարակիչների մոտ,,204.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O,O,O,O"
ջալալեանց կոտարուց և չ,,204.0,Divan_Prak5,ջալալեանց,O,"O,O,O,O"
տէր մովսիսեան կոտուց ևչ,,204.0,Divan_Prak5,տէր,O,"O,O,O,O"
գմբեթավոր եկեղեցի հարավային պատի կենտրոնական կամարի մեջ արտաքուստ տող,,204.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O"
ծանոթ հետագալում առաջին տողի սկզբից խաչ է քանդակված որի հետևանքով երկու տառ ոչնչացել է,,205.0,Divan_Prak5,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դակվ րի քով եր,,205.0,Divan_Prak5,դակվ,O,"O,O,O,O"
գմբեթավոր եկեղեցի հարավային պատի վրա ներքուստ ծեփի վրա կարմիր ներկով կիսաեղծ տող,,205.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O,O,O,O"
գմբեթավոր եկեղեցի հարավային պատի միջին մասում արտաքուստ տող,,205.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O"
բաք սեմբոնբպաջա ի տաւնի սբ թէոդորոսի կատաւիչք աւրագիմ ոմ էրամսբթէ հնին յա յ ձծը,,205.0,Divan_Prak5,բաք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ոդ ո սէ իկա հրատ տէր մովսիսեան բ թվական չունի,,205.0,Divan_Prak5,ոդ,O,"O,O,O,O,O,O,O,O,O,O"
գմբեթավոր եկեղեցի ներքուստ հյուսիսարևելյան ավանդատան գլխին ծեփի վրա կարմիր ներկով աող,,206.0,Divan_Prak5,գմբեթավոր,O,"O,O,O,O,O,O,O,O,O,O,O"
տէր մովսիսեան ա ջալալեանց,,206.0,Divan_Prak5,տէր,O,"O,O,O,O"
լուսանկ գմբեթավոր եկեղեցի ներքուստ րեմի գոգավորության վրա պատուհանից հարավ ծեփի վրա կարմիր ներկով տող,,206.0,Divan_Prak5,լուսանկ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
