sentence,term,word,tag,word_labels
դարավերջին ալեքսանդրապոլն արդեն խոշոր առևտրա արհեստավորական քաղաք էր որտեղ արհեստավորների դասն ընդգրկված էր առանձին համքարությունների եղբայրությունների մեջ,,դարավերջին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հատկապես մեծ համբավ էին վայելում տեղի քարտաշներն ու որմնադիրները,,հատկապես,O,"O,O,O,O,O,O,O,O,O"
նրանց ստեղծագործությունների լուռ վկաներն են քաղաքի փողոցները հարդարող շենքերը,,նրանց,O,"O,O,O,O,O,O,O,O,O"
դ աշխուժացել է նաև տեղի հոգևոր կյանքը այս շրջանում են կառուցվել ս աստվածածին յոթ վերք հայկական կաթոլիկ ամենափրկիչ ս նշան ս գրիգոր լուսավորիչ գեղցոց ժամ թ,,դ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դ երկրորդ կեմ եկեղեցիները,,դ,O,"O,O,O,O"
հատկապես ամենափրկիչ եկեղեցին որի կառուցող վարպետը թադեոս անտիկյանն էր հար և նման է անիի կաթողիկե մայր տաճարին,,հատկապես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցին թ աղետալի երկրաշարժից ավերվելուց հետո վերջին տարիներին վերակառուցվեց և շուտով կվերաբացվի,,եկեղեցին,O,"O,O,O,O,O,O,O,O,O,O,O,O"
քյուրտյան բազմավէպ քիւրտեան հառիճոյ վանքին արձանագրութիւնները բազմավէա,,քյուրտյան,O,"O,O,O,O,O,O,O"
տողատման կամ շեղ գծով նշված են բնագրի տողերի սահմանները,,տողատման,O,"O,O,O,O,O,O,O,O,O"
կետերով նշված են եղծված կամ ջարդված գրերը՝ անկախ քանակից,,կետերով,O,"O,O,O,O,O,O,O,O,O"
փակագծով սշված են փորագրողի բաց թողած պատիվ նշանով կամ առանց դրա,,փակագծով,O,"O,O,O,O,O,O,O,O,O,O,O"
երերույքի տածար հարավային պատի արևելյան մուտքի բարավորից վեր կամարի տակ արտաքուստ տող,,երերույքի,O,"O,O,O,O,O,O,O,O,O,O,O,O"
հատ աշ սանուչարյան,,հատ,O,"O,O,O"
ծանոթ գրիչը չի շարունակել,,ծանոթ,O,"O,O,O,O"
երերույքի տածար հյուսիսային պատին ներքուստ բեմից հաշված երկրորդ հարթության վրա տող,,երերույքի,O,"O,O,O,O,O,O,O,O,O,O,O"
ոգ ելոի դաբա եղո,,ոգ,O,"O,O,O,O"
հրատ աշ մանուչարյան,,հրատ,O,"O,O,O,O,O,O"
ծանոթ վերջին նախադասությունն այլ գրչով է և անհասկանալի,,ծանոթ,O,"O,O,O,O,O,O,O,O"
ույն տեղում էջ,,ույն,O,"O,O,O,O,O,O"
թորամանյան նյութեր հայկական ճարտարապետության պատմության հ ա երևան էջ,,թորամանյան,O,"O,O,O,O,O,O,O,O,O"
դղիշան եիրակ ջ,,դղիշան,O,"O,O,O"
գ գաւառացն արարատայ աշխ ա տեր ստեփանյանի ս էջմիածին էջ,,գ,O,"O,O,O,O,O,O,O,O,O,O"
հենց այս պատկերի անունից էլ ընդհանրացվել է եկեղեցուն տրվող յոթ վերք անվանումը,,հենց,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ա նեան եկեղեցի հյուսիսային դռան վերնամասում արտաքուստ ագուցված օնիքսե սալին տող,,ա,O,"O,O,O,O,O,O,O,O,O,O,O"
վիմագրից դատելով շինարարական աշխատանքներին օժանդակել է նաև տեղի հասարակությունը,,վիմագրից,O,"O,O,O,O,O,O,O,O,O"
նկատենք որ ղահրաման արդության երկայնաբազուկի հանգանակությամբ է հիմնվել նաև ալեքսանդրապոլի արդության օրիորդաց դպրոցը որը գործել է թթ,,նկատենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նախորդ հրատարակիչը եկեղեցու շինարարությունը սկսելու թվականը կարդացել է,,նախորդ,O,"O,O,O,O,O,O,O,O"
եկեղեցու հարավային մուտքի վերնամասում ևս օնիքսե սալ է ագուցված որին տիրամայրը մանուկ հսուսը գրկին և վերջինիս չարչարանքները խորհրդանչող գործիքներով պատկերաքանդակն է,,եկեղեցու,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
քարի ստորին մասում փորագրված է,,քարի,O,"O,O,O,O,O"
գտնվումէնխուրյանի ձախափին անիպեմզագյուղի հարևանությամբ,,գտնվումէնխուրյանի,O,"O,O,O,O"
հայճարտարապետության լավագույն այս կոթողը շինված է դարում կամ ավելի վաղ,,հայճարտարապետության,O,"O,O,O,O,O,O,O,O,O,O"
եեռանավ բազիլիկ շենք է ծածկը և պունասրահները ավերված են ինչպես և ներսի երեք զույգ մույթերը,,եեռանավ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երջապատում կան ավերված կառույցների հիմնապատեր և լճի հետքեր,,երջապատում,O,"O,O,O,O,O,O,O,O"
ալ սանուչարյան թ վ ա ա մանուչարյան քննություն հայաստանի դարերի շինարարական վկայագրերի երևան,,ալ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
թաստակը բերքից գանծձվող հարկի քառորդ չափն է որը վճարվել է ծեռնավորներին հ էջ,,թաստակը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
ն մառը ներկայացրել էմիայն ռուսերեն թարգմանությունը,,ն,O,"O,O,O,O,O,O"
հրատարակիչները թվականը նշել են նչէ,,հրատարակիչները,O,"O,O,O,O,O"
երերույթի տածար բեմից հյուսիս մույթի վրա ներքուստ տող,,երերույթի,O,"O,O,O,O,O,O,O,O"
հապավված տառերիկամ տառակապակցությունների վերականգնումները չեն բացվում տերունական յոթ բառերը,,հապավված,O,"O,O,O,O,O,O,O,O,O"
փակագծով նշված են եղծված կամ ջարդված տառերի վերականգնումները,,փակագծով,O,"O,O,O,O,O,O,O,O"
ական թթ տարածաշրջանի առանձին հուշարձանների վիմագրերին հոդվածներ նվիրեցին հնագետ հովսեփ եղիազարյանը ալեքսանդր սանուչարյանը երվանդ տեր մինասյանը թ հնագետ վիմագրագետ հուսիկ սելքոնյանը,,ական,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պատմականորեն կումայրի ապա յգյումրի մինչև թ ալեքսանդրապոլ լենիսական կումայրի և դարձյալ գյումրի վերանվանվածբնակավայրը հանրապետության երկրորդ խոշոր քաղաքն է գ եիրակի մարզկենտրոնը,,պատմականորեն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
իբրև բնակավայր պատմական յգյումրին ունի հարուստ պատմամշակութային ժառանգություն քաղաքի տարածքում դեռևս խորհրդային տարիներին իրականացված հնագիտական ուսումնասիրությունները պարզել են որ մ թ ա ո հազարամյակներում այստեղ եղել է երկրագործական նշանավոր կենտրոն իսկ քաղաքի արևմտյան հատվածի հնավայրերը թվագրվում են ինչպես նեոլիթյան այնպես էլ վանի թագավորության ժամանակաշրջանով,,իբրև,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սեպագրերում բնակավայրը հիշվում է էրիախի կամ էրիաինի երկիր անվանաձևերով,,սեպագրերում,O,"O,O,O,O,O,O,O,O,O"
ական թթ քաղաքի պատմական հնավայրի կենտրոնում հայտնաբերվել են վաղմիջնադարյան եկեղեցու մնացորդները,,ական,O,"O,O,O,O,O,O,O,O,O,O,O"
ս աստվածածին յոթ վերք եկեղեցու հարավարևելյան կողմում եիրակի թեմի առաջնորդ տ միքայել եպս աջապահյանի նախաձեռնությամբ վերջերս հուշակոթող է կանգնեցվել ի հիշատակ ողջ նահատակների,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հուշարձանի հորինվածքում ճարտարապետն ցգտագործել է ծագումով գանձասարից մի փոքրաչափ խաչքար հարազատ դդ որի ստորին մասում առկա է նաև եղծվածու անընթեռնելի եռատող արձանագրություն,,հուշարձանի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս աստվածածին եկեղեցու խորաններից մեկում ներկայումս աջակողմյան ավանդասենյակում,,ս,O,"O,O,O,O,O,O,O,O"
ակո յո ե կոբվ ճէ է ր ին ն,,ակո,O,"O,O,O,O,O,O,O,O,O"
ծանոթ վերջին երկու տողերը խիստ քայքայված են,,ծանոթ,O,"O,O,O,O,O,O,O"
յակոբ հանա էկիփ վռգուդդաիիի որ ե ի քաղաքուղաշտէր,,յակոբ,O,"O,O,O,O,O,O,O,O"
նորոյգե նուեկֆր գրատ րատ է մ ին եւա խավ ի աշ սանուչարյան,,նորոյգե,O,"O,O,O,O,O,O,O,O,O,O,O,O"
այն որ մեր կողմից թվական համարվող ն գրից առաջ կամ հետո թվ թվական բառը գրված չէև այն չի առնված կետերի մեջ կամ վրան պատիվ նշան հորիզոնական գիծ դրված չէ բացատրվում է արձանագրության և լեզվի և գրչության ցածը որակով,,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
աշ սանուչարյանի հրատարակության ոչ գրչագրում ոչ վերծանության մեջ չկա անդրադարձ սկզբի ն թվական տառին,,աշ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երերույթի տաշար հարավային պատի արևելյան մուտքի և որմնամույթի արանքում արտա ուս այիթվականէ ատէէսբարէպղտթեագդիի դուստրլբասաս մբաղ շասղաի կիսսէլաղո ոյմ որաջատէծէհէրէվեծ թաստ վայորդ է դիսնմբատիատան,,երերույթի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գա րիր ուլ ատոր,,գա,O,"O,O,O,O"
հրատ նահխաթունյանց ալիշան եիրակ աշ սանուչարյան,,հրատ,O,"O,O,O,O,O,O"
նիրակի արձանագրությունների նկատի ունենք արևելյան նկատմամբ հետաքրքրությունը ինչպես այլ տարածաշրջաններում սկզբնավորվել է դարի ական թթ հայ մեծանուն ու բազմաշխատ տեղագիրներ սարգիս ջալալյանցի հովհաննես նահխաթունյանցի մի փոքր ուշ՝ աբել մխիթարյանցի մելքիսեդեկ գևորգյանցի ականներին ղեոնդ ալիշանի շնորհիվ,,նիրակի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գյուղում պահպանվել են մ թա ո հազարամյակների ամրոցների բնակատեղիների մնացորդներն ու դամբարանադաշտերը,,գյուղում,O,"O,O,O,O,O,O,O,O,O,O,O,O"
մարզի տարածքը բնակեցված է եղել անհիշելի ժամանակներից,,մարզի,O,"O,O,O,O,O,O,O"
ծանոթ առաջին տողից մնացել են սկզբի և վերջի մասերը միայն մեջտեղում նորոգումների ժամանակ դրվել են նոր և անգիր քարեր հին քարերի չափերից դատելով նախապես այդ տեղում հատ կարող էին տեղավորվել,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տողերի վերջին մասերից ևս մեկ քար փոխված է դրանցից առաջինում մեկ բառ պիտի լիներ հավանաբար փրկարար կամ փառաւոր,,տողերի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
յոթերորդը հեշտությամբ լրացվում է խոստովանողք ութերորդում ծնողն բառից հետո պիտի լիներ սողոմոնի հոգևոր կամ արյան հոր անունը,,յոթերորդը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ալ սանուչարյանը ենթադրում է հոգևոր հայր սարգիսը,,ալ,O,"O,O,O,O,O,O,O"
իններորդտողում պակասող մասն ավելի մեծէ,,իններորդտողում,O,"O,O,O,O,O"
ալ մանուչարյանի հավելումը ձսուրբ ուխտս գրիգորի հավանական չենք համարում,,ալ,O,"O,O,O,O,O,O,O,O,O"
տասնմեկերորդ տողի ամէն բառից հետո կա ևս մեկ բառ որը լուսանկարի վրա չի երևում մեր օրագրի մեջ նշանակել ենք նինեցնի,,տասնմեկերորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրության վերջին երկու տողերը փաստորեն առանձին ևանկախեն այն սկսվելէխաչանշանով և ավելի ներսից և ճարտարապետ սամձեհանի հիշատակագրությունն է,,արձանագրության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրությունը գրվելուց առաջ նրա կենտրոնի մի քարի վրա փորագրված է եղել արևի ժամացույց որը շրջանցելով գրվել է արձանագրությունը,,արձանագրությունը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագրության աջ կողմի ներքևում քանդակված է երախը բաց առյուծ,,արձանագրության,O,"O,O,O,O,O,O,O,O,O"
այս արձանագրությունը միակն է ուր կառուցող վարպետն իրեն ճարտարապետէ կոչում,,այս,O,"O,O,O,O,O,O,O,O,O,O"
հուշարձանը հիմնադրել է հոռոմոսի վանահայր սարգիսը և մեկ տարի հետո այն չավարտած մահացել է թվի մոտ շինարարությունն ավարտել է նրան հաջորդած սողոմոնը թվին ասել է շինարարությունը տևել է տարի,,հուշարձանը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հին հրատարակությունները շատ թերի են խոսքը թերևս վերաբերում է առաջին երկուսին,,հին,O,"O,O,O,O,O,O,O,O,O,O,O"
առաջին տողում շեղատառով վերականգնումը ալ մանուչարյանինն է ինչի հետ համածայն է ս բարխուդարյանը,,առաջին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
իններորդ տողում սիրհնեցի բառում տառից հետո փորագրված է ը կամ իը ստորին մասը եղծված,,իններորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հուշարձանին տեղացիք անվանում են դրըխու վանք որն անշուշտ թուրքերեն էև նշանակումէ կոտրած կամ ավերակ վանք,,հուշարձանին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վահրամը շինողն է նաև սարմաշենի վանքի՝ թթ զեղջել է նաև սաստարա գյուղի հարկը,,վահրամը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
նրա մոր անունը նուշիկ է եղել,,նրա,O,"O,O,O,O,O,O"
հիշատակված վահրամը ծնվել է և մահացել թվին,,հիշատակված,O,"O,O,O,O,O,O,O"
հրատ աշ սանուչարյան,,հրատ,O,"O,O,O"
ծանոթ սեզ առաջին անգամ է հանդիպում լուսավորչի անվան այսօրինակ արտահայտչածևը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
աշ մանուչարյանը վերջին բառը կարդացել է լուսայի,,աշ,O,"O,O,O,O,O,O,O"
աշ մանուչարյանը նշյալ հոդվածում ներկայացնում էնաև երկու կարճ վկայագիր հարավային ճակատի վերևում կենտրոնում գեղագիր երկու տառ բջ որնըստ նրա կարողէր վերականգնող ճարտարապետի անվան տառերը լինել հարավային պատի աբսիդին նույնը նաև արևելյան պատին քես սիմբատ,,աշ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երերույքի տածար հյուսիսային պատին ներքուստ սյան վրա ելնդագիր տող,,երերույքի,O,"O,O,O,O,O,O,O,O,O"
ալ մանուչարյանն այդ բացը լրացնում է եւ հոգեւոր տն խաչկա որը կարելի է ընդունելի համարել,,ալ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գէորգեանց ալ մանուչարյան հեվ,,գէորգեանց,O,"O,O,O,O"
սեր օրերում այդբնագավառում աչքի ընկավ վիճագրագետ աշոտ մանուչարյանը,,սեր,O,"O,O,O,O,O,O,O,O"
ը հրատ ձալականց ա ալիշան շիրակ,,ը,O,"O,O,O,O,O,O"
մակարավանք արևի ժամացույց եկեղեցու հարավային որմին,,մակարավանք,O,"O,O,O,O,O,O"
երրորդտողիսկզբում դատելով շարադրանքից հակվածենք կարդալու,,երրորդտողիսկզբում,O,"O,O,O,O,O"
զորավորաց եկեղեցի հյուսիսային պատին արտաքուստ պատուհանի երկու կողմում մասամբ եղծված տող,,զորավորաց,O,"O,O,O,O,O,O,O,O,O,O,O"
խաչթարի պատվանդան զորավորաց եկեղեցուց արևմուտք տող,,խաչթարի,O,"O,O,O,O,O,O"
ի մեծաց կաս ի փոքունց յժը իցն նզովենլ եղիցի,,ի,O,"O,O,O,O,O,O,O,O,O"
ատ գէորգեանց պակասավոր ալ մանուչարյան տեղեկագիր,,ատ,O,"O,O,O,O,O,O"
ծանոթ եղել է որմնափակ խաչքար որից այժմ մնացել են միայն պատվանդանը և խաչքարի մի փոքր մասը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պատվանդանի չափերն են մ իսկ խաչքարի լայնությունը,,պատվանդանի,O,"O,O,O,O,O,O,O"
հուշարձանի արձանագրված երեսի աջ անկյունը ջարդվածէ որի հետևանքով վնասվել են երեք տողերի մասեր դրանցից առաջին և երկրորդ տողերում ընդունելի լրացումները կատարել էալ մանուչարյանը երրորդ տողի ինչպես և մյուս լրացումները մերն են,,հուշարձանի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դժվար է հատկապես անծանոթ տեղանունների հարցը չորրորդ տողի առաջին բառն ըստ բովանդակության պետք է լինի գյուղի անուն բաղկացած չորս տառից պահպանվել է միայն երեք տառ աթք և սկզբից կոտրված է մեկ տառ,,դժվար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
որոնելով եիրակում համապատասխան տեղանուն ղ ալիշանի նիրակ աշխատության էջում գտանք քաթ անունով գյուղատեղ,,որոնելով,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
այն թեև բավական հեռու է մեր հուշարձանի վայրից բայց էական է որ նման տեղանուն գոյություն ունեցել է չենք պնդում որ հենց վերը հիշվածն է նվիրել ապլղարիպը,,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նման անունով այլ գյուղ կարող էր նաև ավելի մոտակայքում լինել,,նման,O,"O,O,O,O,O,O,O,O,O,O"
ասենք նաև որ ինչպիսի լրացումներ կլ որ անելու լինեն դրանք որոշ չափով միշտ ենթադրական կմնան բայց ներկա դեպքում արվածները թվում են միակ հնարավորը,,ասենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ վերջին տողը չշարունակված,,ծանոթ,O,"O,O,O,O"
երկրորդ տողում ակ բառից հետո հաջողվեց վերծանել գեղիս այսինքն իրենց գյուղը հարկից ազատելու մասին էխոսքը,,երկրորդ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մենք կարևորում ենք երկարկենդանութիլինյ պատրոնաց մերոց բառակապակցությունը որը հաճախ է վկայված իվանեի և զաքարեի համատեղ իշխանապետության ժամանակահատվածի համար ըստ այդմ առավել հակված ենք դ ական թվականների նկատառմանը,,մենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հարկեր որոնցից չորրորդ տողում ամբողջական և անկասկած մնացել են հարսնէհակ և շարիաթ բառերը,,հարկեր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
այս գյուղի անունը գրականության մեջ հիշատակվածէ նաև ղոշավանք ղըզըլքիլիսա ձևերով,,այս,O,"O,O,O,O,O,O,O,O,O,O"
գյուղը վերջին տասնամյակներում տեղափոխվել էքիչ վերև իսկ հնում եղել է ձորամիջի տափարակի վրա՝ ախուրյանի ափին ավելի մոտ ուր մնում են տների բազմաթիվ ավերակներ որոնց մեջ նաև գրեթե ամբողջ մնացած կարմիր վանք կոչվող եկեղեցին որի անունով հնում կոչվում էր նաև գյուղը,,գյուղը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցին կենտրոնագմբեթ շենք է և կանգուն որից պրակում տեղ է գտել արձանագրություն,,եկեղեցին,O,"O,O,O,O,O,O,O,O,O,O,O,O"
կարմիր վանք եկեղեցի հարավային պատին արտաքուստ տող,,կարմիր,O,"O,O,O,O,O,O,O"
արձանագրության կենտրոնում կլոր սկավառակին արևի ժամացույցի շառավիղների մեջ թվեր ցույց տվող տառերն են,,արձանագրության,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ աշ մանուչարյանը ծանոթագրում է այս գծագիրը կամ նշանակում է լույս կամ լուսավորիչ կամ էլ տաճարը կառուցող թերևս նորոգող խմբ ճարտարապետի անվան տառերն են,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կարծում ենք որ տառերի վերևի ելնդապատկերը կարող է լինել պատիվ նշան,,կարծում,O,"O,O,O,O,O,O,O,O,O,O,O"
նախկինում մուսլուխլի մուսլուղլու և նման այլ անուններով հայտնի ներկայիս լանջիկ գյուղը գտնվում է սարալիկի տարածաշրջանում մարզկենտրոնից կմ հեռավորության վրա,,նախկինում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նկատառելով տապանաքարի և տառածձևերի հորինվածքը՝ թվականը ենթադրաբար կարելի է վերականգնել ոխ ո,,նկատառելով,O,"O,O,O,O,O,O,O,O,O,O,O,O"
արչանագիր քար ագուցված գյուղամիջյան հին կամրջի ձախակողմյան պատին տող,,արչանագիր,O,"O,O,O,O,O,O,O,O,O"
գյուղամիջում կա հին հիմնապատերի վրա վերջին դարերում վերակառուցված մի եկեղեցի ս աստվածածին անունով եկեղեցու հարավային պատի մեջ արտաքուստ նորոգումների ժամանակ օգտագործվել են երեսպատման երկու արձանագրված քար դրանք դրված են իրար կից և ըստ երնույթին բերվել են տվյալ գյուղի և ձիթհանքովի արանքում բաց դաշտի մեջ գտնվող ղրըխու կոչվող ավերակ վանքից,,գյուղամիջում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ինչպես գրերի մեծությունները այնպես էլ բովանդակությունը մատնացույց էանում որ դրանք երկու տարբեր արձանագրությունների մասեր են առաջին քարի գիրը պակասավորէբոլոր չորս կողմերից իսկ երկրորդի վրա առկա է առաջին տողի մի մասը,,ինչպես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եկեղեցու հարավային խաչաթնի արևմտահայաց որմին արտաքուստ տող,,եկեղեցու,O,"O,O,O,O,O,O,O"
ծանոթ հասկացվում է որ ինչ որ մեկը թողել է գյուղի շարիատ կոչվող հարկն իր մոր հիշատակին,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
աթաբակ իվանեն գործել է դ վերջին և դ առաջին երկու տասնամյակներում,,աթաբակ,O,"O,O,O,O,O,O,O,O,O,O,O"
արձանագրության ժամանակը հետևաբար դ սկզբներնէ,,արձանագրության,O,"O,O,O,O,O"
վերջին տողի գրերը կիսով չափ են և անկապակից,,վերջին,O,"O,O,O,O,O,O,O,O"
գյուղը գտնվում է գյումրի արմավիր մայրուղուց մոտ մ հարավ քարքարոտ ու սևահողային լանդշաֆտով սարահարթին ծովի մակերևույթից մ բարձրության վրա,,գյուղը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բնակավայրի կենտրոնում ս աստվածածին կիսավեր եկեղեցին է խաչաձև հատակագծով կենտրոնագմբեթ հորինվածքով բնորոշ դարին,,բնակավայրի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
ի տարբերություն արևելյան կիսակլոր աբսիդի մյուս երեքը ուղղանկյունածև են,,ի,O,"O,O,O,O,O,O,O,O,O"
ս աստվածային եկեղեցի հյուսիսային պատին խաչաթևին արտաքուստ տող,,ս,O,"O,O,O,O,O,O,O,O"
ծանոթ արձանագրությունը միջնադարյան մի կարևոր հարկատեսակի՝ հարսնէհակ կամ հարսանէհակ եզակի վկայության առիթով արժանացել էս բարխուդարյանի և ս ավագյանի ուշադրությանը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սպասալարների օրոք երաշտի հետևանքով խանձծվում են դաշտերը և դրա հետևանքով զեղչվում են միշարք,,սպասալարների,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
ս գբարխուդարյան սոցիալ տնտեսական բովանդակության արձանագրություններ և դիտողություններ էջեր հայ գիկոր պատմության և բանասիրության հոդվածների ժողովածու երևան էջ ս ա ավագյան աբ էջ,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
արձանագիր քար եկեղեցու ներսում տեղ տեղ եղծված տող,,արձանագիր,O,"O,O,O,O,O,O,O,O"
ս կարապետ եկեղեցի արևելյան որմին արտաքուստ լուսամուտից աջ տող,,ս,O,"O,O,O,O,O,O,O,O,O"
ս կարապետ եկեղեցի արևելյան որմին արտաքուստ տեղ տեղ եղծված տող,,ս,O,"O,O,O,O,O,O,O,O,O,O"
ս կարապետեկեղեցի արևելյան որմին արտաքուստ նախորդին կից քարին հողմահարված և անկապակից տող,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O"
դատելով տառածևերից հարազատէ դդ,,դատելով,O,"O,O,O,O"
կարմիրվանքեկեղեցի արևձտյան պատիհյուսիսային անկյունում նորոգումների ժամանակ հարմարեցված բեկորներ արձանագրության մնացորդներով տող,,կարմիրվանքեկեղեցի,O,"O,O,O,O,O,O,O,O,O,O,O"
ծանոթ երկու բեկորների վրա մնում են երկրորդ տողի վերին գծերը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
ծանոթ թվականի հատվածը եղծված է սակայն այս ից առաջ ուրվագծվում էխ տառի աջ կիսակլորը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս յիելայտլակյ եւ յիս տ,,ս,O,"O,O,O,O,O"
տապանաքար երկլանջ եկեղեցու հյուսիսարևելյան կողմում տող թ վ տսայմհ անգիստ թ վին հայոյյ ոխ ս հանգիստ,,տապանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գյուղից կմ դեպի արևմուտք բաց դաշտի մեջ գտնվում են մեծ և սրբատաշ քարերով կառուցված եկեղեցու ավերակներ,,գյուղից,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վաղ հնագիտական հուշարձաններից հատկանշելի են մ թ ա ո հազարամյակների ամրոցների բնակատեղիների դամբարանադաշտերի մնացորդները,,վաղ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
սիջնադարյան հուշարծաններից են գյուղից մ հարավ գտնվող փարաքար գյուղատեղն ու տարբեր դարերին հարազատ գերեզմանոցները,,սիջնադարյան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վերջին տողում յավիտեան բառում երկրորդ ա ի փոխարեն գրիչը փորագրել է ս,,վերջին,O,"O,O,O,O,O,O,O,O,O,O,O,O"
կյուղի մեջ է թ կառուցված ս աստվածածին բազիլիկ եկեղեցին,,կյուղի,O,"O,O,O,O,O,O,O,O,O"
