sentence,term,word,tag,word_labels
Տապանատան արևմտյան պատին կցված տապանաքարային արձանագրություն վկայում է գերդաստանի գաղթը Կիլիկիայից.,տապանաքարային արձանագրություն ,Տապանատան,O,"O,O,O,O,B-INSC,I-INSC,O,O,O,O,O"
ցավոք թվականը չի գրված բայց անիի մեծատուն վահրամ հեջուբը նիրակի արձանագրությունների մեջ հիշատակված է թվականներին,,ցավոք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ արևելյան պատի եկեղեցու արևմտյան պատ հյուսիսային մասում տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O"
ռոբեն ռուբենը ամենայն հավանականությամբ վանքի տնտեսության հողամշակության հարցերը տնօրինողն էր,,ռոբեն,O,"O,O,O,O,O,O,O,O,O,O"
ինչպես վկայում է ս հռիփսիմե եկեղեցու շինարարական արձանագրությունը այն է եկեղեցին կառուցվել էգյուղի բնակիչների օժանդակությամբ թ արձ իսկ խնդրո առարկա վիմագիրը առավելագույնը թ ուշ չէ հետևաբար թերևս,շինարարական արձանագրությունը,ինչպես,O,"O,O,O,O,O,O,B-INSC,I-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Սրահի ներսում բացահայտվեց Որմնագիր, որը հիշատակում է վարդապետի անունը.",Որմնագիր ,Սրահի,O,"O,O,O,O,O,O,O,O,O"
լ դուրնովայի կարծիքով գմբեթարդից ներքև պատկերված են եղել տասներկու առաքյալներն ու տիրամայրը,,լ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
Նոր հրատարակության մեջ ներառվեց եկեղեցաշինական արձանագրություն՝ շինարարին տրված պարգևի հիշատակումով.,եկեղեցաշինական արձանագրություն ,Նոր,O,"O,O,O,O,B-INSC,O,O,O,O,O"
ս գրիգոր լուսավորիչ եկեղեցի հյուսիսային պատին մուտքից արևելք նախորդներից ներքև անարվեստ գրերով և խառն տողերով տող,,ս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Գրախոսը շեշտեց, որ այս Դամբարանային արձանագրություն կարևոր աղբյուր է գերդանաբանության համար.",Դամբարանային արձանագրություն ,Գրախոսը,O,"O,O,O,O,B-INSC,I-INSC,O,O,O,O,O"
Տեղական ավանդույթներում պահպանված Ապահարկման արձանագրություն վկայում է համաճարակի ժամանակների օգնության մասին.,Ապահարկման արձանագրություն ,Տեղական,O,"O,O,O,B-INSC,I-INSC,O,O,O,O,O,O"
մակարավանք արևելյան պատին արտաքուստ,,մակարավանք,O,"O,O,O,O"
հոգեվանք կարմիր վանք վանք սառնադբյուր գյուղի մոտ,,հոգեվանք,O,"O,O,O,O,O,O,O"
քաղաքուդաշտ վվաղարշապատ քեթի սեծ քեթի գյուղ նիրակում,,քաղաքուդաշտ,O,"O,O,O,O,O,O,O"
Թանգարանային մեկնաբանությունում նշված է Ժամատան արձանագրություն՝ որպես ծիսական հիշատակ.,Ժամատան արձանագրություն ,Թանգարանային,O,"O,O,O,O,B-INSC,O,O,O,O"
սիայն դ առաջին կեսին ըստ եկեղեցու հարավային պատի արձանագրության զաքարյան իշխանները կարողանում են պահլավունիներին չերադարծնել իրենց հայրենի կալվածքներն ու մարմաշենի վանքը,,սիայն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Դաշտային քարտեզագրողները տեղորոշեցին Վերանորոգման, նորոգման արձանագրություն՝ հարավային պատի վերևի մասում.","Վերանորոգման, նորոգման արձանագրություն ",Դաշտային,O,"O,O,O,B-INSC,I-INSC,O,O,O,O,O"
աստվածածին ս եկեղեցի արթիկ քաղաքում,,աստվածածին,O,"O,O,O,O,O"
եթե խաչի ձորի վիմագրերը թերևս չէին կարող լինել քանի որ դրանք հետագայում էին հայտնաբերվել ապա բուն մարմաշենի խիստ արժեքավոր վկայագրերին չանդրադարձը՝ տարակուսելի է,վիմագրերը,եթե,O,"O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վգրիգորյանը եկեղեցու կառուցումը հասցնում է դարի առաջին կես կած դար վգրիգորյան հայաստանի վաղ միջնադարյան կենտրոնագմբեթ փոքր հուշարծանները երևան էջ,,վգրիգորյանը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գավիթ հյուսիսային պատին ներքուստ շարունակված նախորդի վերջին տողից տող,,գավիթ,O,"O,O,O,O,O,O,O,O,O"
գետիկ բնակավայր որտեղից ջաղաց է նվիրաբերվել հառինավանքին,,գետիկ,O,"O,O,O,O,O,O,O"
հրատ տէր մինասյան էջմիածին ժբ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O"
մառնաղքյուրը նիրակի մարզի տարքեր դարաշրջանների հուշարձաններով առավել հարուստ բնակավայրերից է,,մառնաղքյուրը,O,"O,O,O,O,O,O,O,O,O,O"
Մատենագիտական ցանկում թվարկվեց կանոնաիրավական արձանագրություն՝ պահպանված մասամբ.,կանոնաիրավական արձանագրություն ,Մատենագիտական,O,"O,O,O,B-INSC,O,O,O"
հրատ քյուրտյան բազմավէպ ս ավագյան վաբ,,հրատ,O,"O,O,O,O,O,O"
խաչի ձոր խաչադրոշմ ժայռաբեկոր,,խաչի,O,"O,O,O,O"
Մատյանում պահպանված նվիրագիր մատնանշում է սրբապատկերի նվիրատուի անունը և ծննդավայրը.,նվիրագիր ,Մատյանում,O,"O,O,B-INSC,O,O,O,O,O,O,O"
գերին ի տաւնի,,գերին,O,"O,O,O"
նախորդ հրատարակիչը պետրոսի ազգանունը կարդացել է այվազենն իսկ թվականը՝,,նախորդ,O,"O,O,O,O,O,O,O,O,O"
ժայռաբեկոր խաչանեանով հիմնախաչի շուրջը տող,,ժայռաբեկոր,O,"O,O,O,O,O"
լմբատավանք ս ստեփանոս եկ հիշատակագրություն հյ պատ արտ,,լմբատավանք,O,"O,O,O,O,O,O,O,O"
գրրածա ուրարտական պետության կացձում,,գրրածա,O,"O,O,O,O"
տիրանավոր եկեղեցի մայիսյան գյուղում տիրաշէն գյուղատեղ սարմաշենից ոչ հեռու,,տիրանավոր,O,"O,O,O,O,O,O,O,O,O"
մի որոշ ժամանակ կառույցը եղել է իբրև ձխական եկեղեցի իսկ թվականից դադարել է գործել,,մի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մարմաշենի վանքից պրակում տեղ էգտել արձանագրություն դրանցից ընախկինում հրատարակվել են հիմնականում աբել սխիթարյանցի արձ ղևոնդ ալիշանի արձ կարապետ բասմաջյանի արձ մելքիսեդեկ գևորգյանցի արձ հովսեփ օրբելու արձ և այլոց համապատասխան աշխատություններում,,մարմաշենի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ գրված պետք էլինի թվականից առաջ քանի որ նախորդ արձանա գրության մեջ ա գրիգորն իրեն արհիեպիսկոպոս է կոչում իսկ այստեղ միայն եպիսկոպոս,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մամախաթուն ամուսին վաչէի նվիրատու հառիճավանքի,,մամախաթուն,O,"O,O,O,O,O"
գավիթ կից է եղել կաթողիկե եկեղեցու արևմտյան պատին,,գավիթ,O,"O,O,O,O,O,O,O,O"
Համայնքի ծերերն իրենց հիշողություններով լրացրին գերեզմանատան արձանագրություն չթվարկված անվան բացերը.,Գերեզմանատան արձանագրություն ,Համայնքի,O,"O,O,O,O,O,O,I-INSC,O,O,O"
Գրքի ներքին կազմի տակ հայտնաբերվեց փակագիր արձանագրություն՝ թաքնված լրացուցիչ թերթիկի վրա.,փակագիր արձանագրություն ,Գրքի,O,"O,O,O,O,O,B-INSC,O,O,O,O,O"
Թանգարանում բացվեց լուսանկարների ցուցահանդես՝ նվիրված հյուսիսային հարթակի ժայռապատկեր առանձնահատկություններին.,ժայռապատկեր ,Թանգարանում,O,"O,O,O,O,O,O,O,B-INSC,O"
սամէհան ճարտարապետ հայկածորի ս գրիգոր եկեղեցու,,սամէհան,O,"O,O,O,O,O,O"
սրբատաե քարաբեկոր տող անկանոն տառաձևերով,,սրբատաե,O,"O,O,O,O,O"
Հնագետները քարտեզագրեցին հարակից ժայռապատկեր և կազմեցին նշանագրական ցանկ.,ժայռապատկեր ,Հնագետները,O,"O,O,O,B-INSC,O,O,O,O"
Վերականգնողները մաքրեցին սյունային արձանագրություն՝ փոշոտ մակերեսից.,սյունային արձանագրություն ,Վերականգնողները,O,"O,O,B-INSC,O,O,O"
հրատ բասմաջյան հասբս,,հրատ,O,"O,O,O"
սարմաշեն գլխավոր տաճարի մեջ բեկոր ռ շինարարականնվիրատվական,,սարմաշեն,O,"O,O,O,O,O,O,O"
կարմիր վանք եկեղեցի հարավային պատին արտաքուստ տող,,կարմիր,O,"O,O,O,O,O,O,O"
այս վիճակն էր երբ ս բարխուդարյանը կազմումէր սույն պրակը,,այս,O,"O,O,O,O,O,O,O,O,O"
համանման է նաև թյուրտյանի վերծանությունը,,համանման,O,"O,O,O,O,O"
ծանոթ երկու բեկորների վրա մնում են երկրորդ տողի վերին գծերը,,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O"
յեղանունների բառարան թ խ հակոբյան ստ տ մելիք բախշյան հ խ բարսեղյան հայաստանի և հարակից շրջանների տեղանունների բառարան հ երևան,,յեղանունների,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ցանոթ ս քարխուդարյանը մելիքսեթի հոր անունը կարդացել է դուլ ազըզ իսկ ուխտիս ը ուխտս,,ցանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տիրիկ տիրակ տիրուն խաչքար է կանգնեցրել,խաչքար,տիրիկ,O,"O,O,O,B-INSC,O,O,O,O,O,O,O,O"
տրդատ ս եկեղեցի մուսայելյան գյուղում տփղիս տես թիֆլիս,,տրդատ,O,"O,O,O,O,O,O,O,O"
դժվար է հատկապես անծանոթ տեղանունների հարցը չորրորդ տողի առաջին բառն ըստ բովանդակության պետք է լինի գյուղի անուն բաղկացած չորս տառից պահպանվել է միայն երեք տառ աթք և սկզբից կոտրված է մեկ տառ,,դժվար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
էլխութլու որդի չաղանի ձիթհան է կառուցել ու նվիրել հառիճավանքին,,էլխութլու,O,"O,O,O,O,O,O,O,O,O"
նախորզ ա գրիֆգ րէ հարավպին պաւիսն ար իերիև տոշ ի թվի ոխ ե՛ հի սոսմնորդութէնն էր պետրոսի կամ ին էս աս տուսես տութ էտո զիմ հածրէնէ սձգինս որ ցսրուծ ի վերին խոշկևն,,նախորզ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նուսիսային եզրին բլրալանջին տարածվում է դ գերեզմանոցը տարածև տապանաքարերով,,նուսիսային,O,"O,O,O,O,O,O,O,O,O"
Գրաբարի դասին ուսումնասիրվեց Մատենագիտական արձանագրություն՝ լեզվական նրբություններով.,Մատենագիտական արձանագրություն ,Գրաբարի,O,"O,O,O,B-INSC,O,O,O"
ասենք նաև որ ինչպիսի լրացումներ կլ որ անելու լինեն դրանք որոշ չափով միշտ ենթադրական կմնան բայց ներկա դեպքում արվածները թվում են միակ հնարավորը,,ասենք,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
վանենի դուստր սադուն արծրունու,,վանենի,O,"O,O,O,O"
Թարգմանվեց լատիներենից հին Ապահարկման արձանագրություն՝ հայկական տեղանունների հետ.,Ապահարկման արձանագրություն ,Թարգմանվեց,O,"O,O,O,B-INSC,O,O,O,O"
մուսլուխլի մուպլուղլու տես լանջիկ,,մուսլուխլի,O,"O,O,O,O"
հրատ եահխաթունյանց ճալայանց ա սխիթարյանց առիճ ալիշան նիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէա,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Գիտական զեկույցում ընդգրկվեց պետրոգլիֆ դասակարգման նոր առաջարկ.,պետրոգլիֆ ,Գիտական,O,"O,O,O,B-INSC,O,O,O"
հրատ մխիթարյանց տեղագրութիւն ալիշան նիրակ գէորգեանց բասմաջյան հաաբմ,,հրատ,O,"O,O,O,O,O,O,O,O"
հառիճավանք գերեզմանոց խաչքար դ հիշատակագրություն,,հառիճավանք,O,"O,O,O,O,O"
տիգրան հէպոյեան հիշատակված է տիգրանյան արմեն,,տիգրան,O,"O,O,O,O,O,O"
Մատենավայրը ցուցադրում է Կանոնագիր՝ վկայակոչմամբ տարբեր վանքերի.,Կանոնագիր ,Մատենավայրը,O,"O,O,O,O,O,O,O"
ս յիելայտլակյ եւ յիս տ,,ս,O,"O,O,O,O,O"
Արխիվում պահպանվում է սյունային արձանագրություն՝ քանդակազարդ երեսպատմամբ.,սյունային արձանագրություն ,Արխիվում,O,"O,O,O,B-INSC,O,O,O"
կազմողի կողմից ներկայացված մի շարք գրչագրերի և լուսանկարների փոխարինում նորերով,,կազմողի,O,"O,O,O,O,O,O,O,O,O,O"
լայնութիւն տաճարին իբրև տասն գազ նոյնպէս խոնարհեալ են ծածկ գաւթացն և սիւնքն անկեալք և ծածք երկուց արևմտեան աւանդատանցն իսկ ղեոնդ ալիշանը տաճարի տեղագրության ու ճարտարապետության վերաբերյալ արված դիտարկումներից զատ թերևս կրկնելով շահխաթունյանցին հավաստում է միջոց գեղջս և գետեզերն լի է աւերակօք քարաշէն բնակութեանց գերեզմանաց և խաչվիմաց յորս ցանկալի է հետախուզել,,լայնութիւն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
դ դիվան հայ վիմագրության պրակ շիրակի մարզ կազմող՝ ս գ բարխուդարյան հրատարակության պատրաստողներ՝ գ գ սարգսյան ա է հարությունյան կ տ ասատրյան պատ խմբագիրներ՝ գ գ սարգսյան ա է հարությունյան եր գիտություն հրատ էջ լուսանկար,,դ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Վերահրատարակության մեջ ընդգրկվեցին Ապարանքների շինարարական արձանագրություններ՝ նոր լուսանկարներով.,Ապարանքների շինարարական արձանագրություններ ,Վերահրատարակության,O,"O,O,O,B-INSC,I-INSC,O,O,O"
հառիճավանքի միջնադարյան առաջնորդների անվանացանկը կազմող առաջին հեղինակները՝ ա սխիթարյան ղալիշան նշում են մեկ հայր պետրոս՝ աթոռակալած թթ չմեր կարծիքով երկու թվականներն էլ,,հառիճավանքի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Սրահի կենտրոնում ցուցադրված է Դամբարանային արձանագրություն՝ գեղարվեստական եզրագծով.,Դամբարանային արձանագրություն ,Սրահի,O,"O,O,O,O,B-INSC,O,O,O"
մարմաշեն գլխավոր տաճար հյ պատ արտ ոհդ շինարարականնվիրատվական հառիճավանք գավթի հյ պատ ներ ոչդ նվիրատվական,,մարմաշեն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ինչպես վերը նշեցինք սմ ձեռագրում հառիճավանքի վիմագրերին զուգահեռ լմբատավանքից մեզ հայտնի ևս արձանագրություն է ընդօրինակված խույն հատորի վիմագրերը,,ինչպես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պարիսպ ինչպես թ թորամանյանն է նկատում վահրամա հաստատությունները շրջափակված են եղել դ ոչ ուշ կառ,,պարիսպ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ս ստեփանոս եկեղեցի գմբեթի հիմքի արևմտահայաց կողին տող,,ս,O,"O,O,O,O,O,O,O,O"
կյուղի մեջ է թ կառուցված ս աստվածածին բազիլիկ եկեղեցին,,կյուղի,O,"O,O,O,O,O,O,O,O,O"
հրատ նահխաթունյանց ջալալյանց ա մխիթարյանց հառիճ ալիշան եիրակ գէորգեանց եղիազարյան էջմիածին ա քյուրտյան բազմավէպ գագիկ հառիճեցի,,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Վերականգնողները ամրացրին Վերաօծման արձանագրություն՝ մաշված եզրերում հղկում անելով.,Վերաօծման արձանագրություն ,Վերականգնողները,O,"O,O,B-INSC,O,O,O,O,O"
տիրացու կարապետը թերևս վիմագրում վկայվածհամանուն քանդակագործնէ ըստ այդմ պարզվում էնաև կարապետի տիրապետած արհեստը,վիմագրում,տիրացու,O,"O,O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Գմբեթային անցքի տակ պահպանվում է Գմբեթային արձանագրություն՝ փոքրատառ գրվածքով.,Գմբեթային արձանագրություն ,Գմբեթային,B-INSC,"B-INSC,O,O,O,O,B-INSC,O,O,O"
Աղյուսակում համադրվեցին Ապարանքների շինարարական արձանագրություններ և արխիվային գծագրեր.,Ապարանքների շինարարական արձանագրություններ ,Աղյուսակում,O,"O,O,B-INSC,I-INSC,I-INSC,O,O,O"
ծանոթ չափածո տապանագրից պարզվում է որ տեր համբարձում գրիգորյանը ծագումով ալեքսանդրապոլի գավառի իլխինապ իլխիաբ իլխիաբի գյուղից է որը ներկայիս ախուրյանի տարածաշրջանի այգաբաց գյուղն է տեղանունների բառարան էջ,տապանագրից,ծանոթ,O,"O,O,B-INSC,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այս համեմատաբար խաղաղ շրջանը սակայն երկար չի տևում թաթար մոնդոլների արշավանքների ժամանակ ևս վանքն ամայանում էու լքվում,,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մարմաշեն գլխավոր տաճարի մեջ բեկոր դ արձանագրության հատված,,մարմաշեն,O,"O,O,O,O,O,O,O,O"
բոլոր դեպքերում է տառի փոխարեն գրված է ե չենք ուղղում,,բոլոր,O,"O,O,O,O,O,O,O,O,O,O"
աշտարակ որտեղից այգի է նվիրաբերվել մարմաշենի վանքին,,աշտարակ,O,"O,O,O,O,O,O,O"
գուրգեն ա բագրատունի կյուրիկյան թագավոր թթ հիշատակված է,,գուրգեն,O,"O,O,O,O,O,O,O,O"
Սեմինարում ուսումնասիրվեց կանոնաիրավական արձանագրություն՝ համեմատելով հարևան ժողովուրդների նորմերի հետ.,կանոնաիրավական արձանագրություն ,Սեմինարում,O,"O,O,B-INSC,O,O,O,O,O,O"
հառիճավանք ս աստվածածին եկ դ արևի ժամացույց հվ պատ արտ,,հառիճավանք,O,"O,O,O,O,O,O,O,O,O,O"
այստեղ են թաղված վահրամ պահլավունու կին սոփիա տիկինը նրանց ապուղամբ որդու կինը ճարտարապետ շնավորիկըև այլք,,այստեղ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
պարիսպ նշված բոլոր շինությունները շրջափակված են պարսպով որի արևելյան մասը կառուցվել է դ զաքարե ամիրսպասալարի կողմից իսկ հյուսիսային մասը՝ դ երկրորդ կեսին վերոնշյալ շինարարական աշխատանքների հետ միասին,,պարիսպ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կմաթևոպյան լմբատավանքի ս ստեփանոս եկեղեցու որմնանկարը էջմիածին դ էջ,,կմաթևոպյան,O,"O,O,O,O,O,O,O,O,O"
նպատակահարմար ենք գտնում ներկայացնել նախորդ հեղինակների վերծանությունները թախանձչել եւ բարէխաւս միջնամասում ս ջալալյանց ղ ալիշան զիս ի բերել ջուր,,նպատակահարմար,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ա ստեփանոս եկեղեցի արևելյան խաչաթնի հարավային պատին արտաքուստ տող,,ա,O,"O,O,O,O,O,O,O,O,O"
խանում աղախին ննջեցյալ խաչատրյան համազասպ,,խանում,O,"O,O,O,O,O"
լալայան երվանդ լեոնյան ռազմիկ,,լալայան,O,"O,O,O,O"
գտնվում է արթիկ քաղաքից կմ հարավ բարձրադիր գոտում,,գտնվում,O,"O,O,O,O,O,O,O,O"
կարծում ենք գրիչը մոռացել է ի տառը հ մելքոնյանի մոտ գրէան սարգսի,,կարծում,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ներկայումս լմբատ է կոչվում արթիկի նշված բլրին կից թաղամասը,,ներկայումս,O,"O,O,O,O,O,O,O,O,O"
այն որ մեր կողմից թվական համարվող ն գրից առաջ կամ հետո թվ թվական բառը գրված չէև այն չի առնված կետերի մեջ կամ վրան պատիվ նշան հորիզոնական գիծ դրված չէ բացատրվում է արձանագրության և լեզվի և գրչության ցածը որակով,,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այն նախ փաստում է գլխավոր եկեղեցու նորոգումը թ ապուղամը սագիստրոսի որդու գրիգոր արքեպիսկոպոսի խարիփի վահրամ պահլավունու թոռների նախածեռնությամբ,,այն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նորակառույց զարիաթ սրբատեղում կամիխոյատապան որի դիմացնաև հարթտապանաքար երկուսն էլ արձանագիր են սակայն անկապակից,,նորակառույց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
եինաքար գլխավոր տաճարի ներսում գտնվել է պեղումների ժամանակ տող,,եինաքար,O,"O,O,O,O,O,O,O,O,O"
"Նախագծային աշխատասեղանին դրվեց Շինարարական արձանագրություն, որը բացատրում է վանքի գավթի ընդարձակումը.",Շինարարական արձանագրություն ,Նախագծային,O,"O,O,O,B-INSC,O,O,O,O,O,O,O"
սարակապի ս աստվածածին եկեղեցին արևմուտքից,,սարակապի,O,"O,O,O,O,O"
հնում ըստ երևույթին եկեղեցու մոտ եղել է փոքր գյուղ որից մնացել են տնատեղերի և բակերի մնացորդներ,,հնում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ պետրոս հայկազյանը կամ հայկազունին թթ դարի երկրորդ կեսիև,,ծանոթ,O,"O,O,O,O,O,O,O,O,O"
Կրթական ծրագրում ուսումնասիրվեց Կանոնագիր և նրա ազդեցությունը համայնքային կառավարման վրա.,Կանոնագիր ,Կրթական,O,"O,O,O,B-INSC,O,O,O,O,O,O"
Կրթական ուղեցույցում որպես օրինակ բերվեց այս սյունային արձանագրություն՝ ընթերցման նշումներով.,սյունային արձանագրություն ,Կրթական,O,"O,O,O,O,O,O,B-INSC,O,O,O"
ինքնատիպ են արևմտյան կողմի ավանդատների երկրորդ հարկի եռակամար բացվածքներով սյունազարդ օթյակները որոնք ըստ ճարտարապետ ալ ջալալյանի՛ շինությանը պալատային տեսք են հաղորդում,,ինքնատիպ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
Համայնքի նիստում հրապարակվեց կանոնաիրավական արձանագրություն՝ հողօգտագործման կարգի մասին.,կանոնաիրավական արձանագրություն ,Համայնքի,O,"O,O,O,B-INSC,O,O,O,O"
Պատմահետի նոթերում ներկայացվում է Շրջագիր ծածկագիր՝ կապված մի պատմական առաքելության հետ.,Շրջագիր ծածկագիր ,Պատմահետի,O,"O,O,O,O,B-INSC,O,O,O,O,O,O"
Վերականգնողները արձանագրեցին մաշված Նվիրատվական արձանագրություն՝ աղյուսների մակերեսին.,Նվիրատվական արձանագրություն ,Վերականգնողները,O,"O,O,O,B-INSC,O,O,O"
թամար վրաց թագուհի հիշատակված է,,թամար,O,"O,O,O,O,O"
Գիտաժողովին ներկայացվեց Դամբարանային արձանագրություն ընթերցման նոր տարբերակով.,Դամբարանային արձանագրություն ,Գիտաժողովին,O,"O,O,B-INSC,I-INSC,O,O,O"
հուշարձանը հիմնադրել է հոռոմոսի վանահայր սարգիսը և մեկ տարի հետո այն չավարտած մահացել է թվի մոտ շինարարությունն ավարտել է նրան հաջորդած սողոմոնը թվին ասել է շինարարությունը տևել է տարի,,հուշարձանը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Արքունիքի պատին պահպանվել է Թագավորական արձանագրություն, որը պատմում է տիրակալի նվաճումների մասին.",Թագավորական արձանագրություն ,Արքունիքի,O,"O,O,O,O,B-INSC,O,O,O,O,O,O,O"
գևորգ դ կոստանդնուպոլսեցի կաթողիկոս թթ,,գևորգ,O,"O,O,O,O,O"
Հրատարակության մեջ վերատպվեց Որմնագիր՝ բարձր լուծաչափով պատկերով.,Որմնագիր ,Հրատարակության,O,"O,O,O,O,O,O,O"
Վանքի հյուսիսային պատին պահպանվել է Որմնագիր՝ հստակ մեծատառերով և կցասյուներով.,Որմնագիր ,Վանքի,O,"O,O,O,O,O,O,O,O,O,O"
շինության արձանագրությունը կա բայց թվականի մասը կորած է,,շինության,O,"O,O,O,O,O,O,O,O"
տես նաև լ մարտիրոսյան ս պետրոսյան վվարդանյան և ուրիշներ գյումրի քաղաքը և մարդիկ գումրի,,տես,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ճարտարապետական հորինվածքով նման է սաստարայի ս հովհաննես եկեղեցուն,,ճարտարապետական,O,"O,O,O,O,O,O,O,O"
դատելով տառածևերից հարազատէ դդ,,դատելով,O,"O,O,O,O"
հատ բասմաջյան հաաբմ,,հատ,O,"O,O,O"
Մշակութային երթուղում առանձին կանգառ է նվիրված Կոթողային արձանագրություն ընթերցմանը.,Կոթողային արձանագրություն ,Մշակութային,O,"O,O,O,O,O,O,B-INSC,I-INSC,O"
բանասեր վիմագրագետը կարծում է որ այս բացատրությունը այնքան էլ ստույգ չէ և տալիս է իր մեկնաբանությունը զոյգ զոյգք ը տվյալ իրադրության մեջ պետք է հասկանալ ձեռագիր ավետարանի կազմերը իրար մոտեցնելու և ծածկելու հարմարանք կամ ճարմանդներ որ պատրաստվում էին տարբեր մետաղներից մշակման տարբեր արվեստով և հանդիսանում ձեռագիր գրքերի կազմերի անհրաժեշտ մասերը ս ավագյան նշվ աշխ էջ,,բանասեր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եամշուլդե ամրոց բերդաքաղաք պատմական տաշիր գավառում,,եամշուլդե,O,"O,O,O,O,O,O"
կարծում ենք միանգամայն տարակուսելի է քյուրտյանի որոշումը,,կարծում,O,"O,O,O,O,O,O,O"
Ուսանողները դասարանի համար պատրաստեցին Ժամատան արձանագրություն վերարտադրության գծագիր.,Ժամատան արձանագրություն ,Ուսանողները,O,"O,O,O,O,B-INSC,I-INSC,O,O"
"Վերականգնողը ամրացրեց քայքայված եզրը, որպեսզի պահպանվի այս Պատուհանագիր ամբողջականը.",Պատուհանագիր ,Վերականգնողը,O,"O,O,O,O,O,O,O,B-INSC,O"
Լուսանկարիչը ֆիքսեց սյունային արձանագրություն՝ նուրբ թեք լուսավորմամբ.,սյունային արձանագրություն ,Լուսանկարիչը,O,"O,O,B-INSC,O,O,O,O"
արդյո՛ք այս դեպքերի հեռավոր արձագանքը չէքննվող արտոնագիրը,,արդյո՛ք,O,"O,O,O,O,O,O,O"
